date,SC_FP_walls_south_Q_kWh,SC_FP_walls_south_m2,SC_FP_walls_north_Q_kWh,SC_FP_walls_north_m2,SC_FP_roofs_top_Q_kWh,SC_FP_roofs_top_m2,SC_FP_walls_east_Q_kWh,SC_FP_walls_east_m2,SC_FP_walls_west_Q_kWh,SC_FP_walls_west_m2,area_SC_m2,radiation_kWh,Q_SC_gen_kWh,mcp_SC_kWperC,Eaux_SC_kWh,Q_SC_l_kWh,T_SC_sup_C,T_SC_re_C
2009-01-01 00:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 01:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 02:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 03:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 04:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 05:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 06:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 07:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 08:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 09:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,137.58,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 10:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,236.75,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 11:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,330.31,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 12:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,330.74,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 13:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,268.58,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 14:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,197.43,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 15:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,104.73,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 16:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 17:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 18:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 19:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 20:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 21:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 22:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-01 23:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 00:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 01:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 02:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 03:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 04:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 05:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 06:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 07:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 08:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 09:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,173.46,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 10:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,249.05,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 11:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,296.34,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 12:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,282.91,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 13:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,286.58,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 14:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,235.86,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 15:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,120.61,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 16:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 17:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 18:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 19:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 20:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 21:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 22:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-02 23:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 00:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 01:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 02:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 03:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 04:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 05:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 06:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 07:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 08:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 09:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,180.58,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 10:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,298.14,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 11:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,417.14,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 12:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,420.93,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 13:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,381.69,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 14:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,256.67,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 15:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,119.11,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 16:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 17:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 18:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 19:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 20:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 21:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 22:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-03 23:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 00:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 01:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 02:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 03:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 04:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 05:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 06:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 07:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 08:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 09:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 10:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,78.06,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 11:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,101.20,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 12:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,98.30,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 13:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,101.20,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 14:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,76.62,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 15:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 16:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 17:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 18:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 19:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 20:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
2009-01-04 21:00:00+01:00,0.00,278.39,0,0,0.00,1448.20,0,0,0,0,1726.59,0.00,0.00,0.00,0.00,0.00,60.00,nan
