NODE0,NODE1,NODE2,NODE3,NODE4,NODE5,NODE6,NODE7,NODE8,NODE9,NODE10,NODE11,NODE12,NODE13,NODE14,NODE15,NODE16,NODE17,NODE18,NODE19,NODE20,NODE21,NODE22,NODE23,NODE24,NODE25,NODE26,NODE27,NODE28,NODE29,NODE30,NODE31,NODE32,NODE33,NODE34,NODE35,NODE36,NODE37,NODE38
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7197,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7051,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
23627.691,17994.037,17104.352,24916.867,25624.473,21925.17,24881.621,24080.992,24157.389,16985.656,10655.881,25689.07,21354.848,18820.87,20642.428,13775.06,24929.266,16280.044,22729.639,17389.19,24916.867,15248.136,22189.678,24770.213,22731.96,15033.417,19116.736,19393.781,24916.867,18166.604,23045.342,16973.844,19946.627,24916.867,18820.87,23409.502,25471.484,16291.654,201410.45
21015.43,14924.876,14634.677,20549.754,22392.266,19850.848,21938.19,21325.797,21491.973,14546.555,9770.07,22441.041,19454.885,12809.413,18989.914,12390.467,21967.86,14298.448,20612.305,16362.965,20549.754,13368.081,20025.998,21796.566,20402.355,13200.485,16013.183,16206.407,21566.191,16969.096,20616.883,14673.29,18356.934,20549.754,14453.754,20866.17,22275.57,14069.581,204660.84
17321.09,11303.517,11001.615,17292.676,18402.148,16408.623,18074.52,17565.338,17752.443,10931.238,7126.5713,18439.682,16098.33,10341.411,15738.508,9252.913,18096.068,10864.258,17117.506,13620.738,17292.676,10010.98,16534.145,17935.732,16840.059,9857.924,12082.2295,12240.123,17821.35,14106.4375,17008.324,11112.845,15218.527,17292.676,11196.675,17203.86,18312.602,10556.736,208663.6
14409.282,8353.23,8156.3164,14252.752,15160.462,13785.758,14946.983,14578.695,14737.736,8107.927,5526.7515,15186.851,13576.48,7375.39,13334.807,6977.137,14961.137,8127.069,14325.23,11893.259,14252.752,7482.6323,13848.0205,14835.886,14078.656,7338.1934,8905.578,9031.157,14735.745,12223.231,14194.166,8262.13,12978.761,14252.752,8156.7524,14328.391,15097.574,7849.457,211917.83
16469.06,10191.303,10214.469,14945.518,17197.451,15882.364,17006.771,16631.254,16815.145,10173.024,8099.006,17225.35,15693.019,6219.2153,15454.108,9099.43,17019.67,10247.8125,16437.373,14402.417,14945.518,9582.149,15919.246,16878.672,16156.002,9417.859,10946.29,11081.528,16571.424,14655.422,16265.135,10382.543,15234.722,14945.518,8849.52,16391.951,17130.414,9929.676,209879.31
21152.88,14583.531,14865.672,17538.98,21990.73,20490.674,21781.416,21337.166,21565.203,14827.921,12903.715,22025.145,20284.816,5809.7925,19995.473,13586.191,21795.795,14937.403,21138.963,19177.645,17538.98,14151.841,20523.963,21619.836,20798.59,13964.258,15716.319,15883.909,21021.102,19394.69,20921.988,15118.303,19891.654,17538.98,11442.981,21065.383,21907.453,14553.055,205078.94
14875.267,8608.669,8635.779,13568.185,15502.044,14378.774,15355.01,15014.247,15204.88,8606.182,7107.235,15526.176,14224.371,5226.0864,14012.598,7687.3013,15365.111,8739.608,14908.907,13344.616,13568.185,8102.081,14395.754,15227.327,14609.01,7946.203,9269.958,9398.846,14956.594,13517.081,14701.704,8845.996,13911.968,13568.185,7472.184,14809.417,15444.134,8399.11,211578.98
10063.43,4077.2852,3881.2449,10320.344,10448.162,9753.229,10362.73,10150.559,10279.397,3859.4253,2737.4465,10460.596,9654.464,4224.3438,9532.95,3305.3823,10368.505,3978.4338,10115.119,8947.121,10320.344,3549.1313,9759.302,10283.608,9896.757,3439.065,4266.093,4346.5015,10320.344,9085.787,9954.796,4008.0647,9403.284,10320.344,4224.3438,10022.239,10418.988,3728.4985,216645.77
10027.578,4038.5498,3841.6304,10287.25,10419.489,9713.026,10335.674,10116.147,10252.975,3821.2236,2774.2944,10432.193,9614.397,4191.251,9487.019,3253.1006,10341.37,3953.5676,10089.944,8973.319,10287.25,3505.0466,9718.702,10251.728,9858.382,3394.9639,4235.6763,4319.0913,10287.25,9098.995,9917.27,3989.2915,9386.748,10287.25,4191.251,9985.7,10389.679,3688.6619,216674.14
10137.745,4147.4297,3945.769,10409.885,10553.276,9804.021,10465.068,10231.572,10376.874,3924.824,2888.0474,10566.788,9700.206,4313.886,9560.444,3313.1165,10471.07,4063.953,10203.011,9083.203,10409.885,3587.3318,9811.159,10375.301,9958.423,3474.3645,4364.5776,4453.275,10409.885,9204.158,10020.838,4114.5596,9481.106,10409.885,4313.886,10093.364,10521.542,3784.8044,216539.45
11062.345,5087.139,4831.9316,11421.653,11624.986,10610.059,11493.498,11188.959,11360.228,4808.122,3613.1226,11643.402,10472.128,5325.6533,10268.746,3952.5366,11502.343,4936.4346,11097.501,9814.766,11421.653,4344.481,10627.544,11383.599,10819.748,4210.9624,5404.976,5524.244,11421.653,9943.633,10904.182,5051.1436,10238.694,11421.653,5325.6533,11002.3,11581.64,4619.9443,215462.3
30243.285,23581.258,24147.29,22167.64,30248.07,30243.285,30249.734,30243.285,30249.734,24147.29,24147.29,30249.734,30243.285,15139.429,30243.285,24147.29,30249.734,24153.734,30249.734,30243.285,10358.841,24147.29,30243.285,30243.285,30243.285,24147.29,24152.07,24153.703,29677.26,30243.285,30243.285,24153.734,30243.285,17604.26,2577.0698,30243.285,30243.285,24147.29,196857.84
23199.57,16716.574,17103.568,17678.244,23202.844,23199.57,23203.979,23199.57,23203.979,17103.568,17103.568,23203.979,23199.57,10989.885,23199.57,17103.568,23203.979,17107.98,23203.979,23199.57,9410.301,17103.568,23199.57,23199.57,23199.57,17103.568,17106.84,17107.945,22812.574,23199.57,23199.57,17107.98,23199.57,14483.187,1474.67,23199.57,23199.57,17103.568,203903.66
37442.94,30496.045,31346.941,25303.064,37450.133,37442.94,37452.633,37442.94,37452.633,31346.941,31346.941,37452.633,37442.94,16614.098,37442.94,31346.941,37452.633,31356.635,37452.633,37442.94,11627.011,31346.941,37442.94,37442.94,37442.94,31346.941,31354.13,31356.602,36592.043,37442.94,37442.94,31356.635,37442.94,20018.104,2390.4507,37442.94,37442.94,31346.941,189654.9
58062.438,50422.953,51966.438,36041.246,58075.492,58062.438,58080.023,58062.438,58080.023,51966.438,51966.438,58080.023,58062.438,23664.117,58062.438,51966.438,58080.023,51984.02,58080.023,58062.438,15227.425,51966.438,58062.438,58062.438,58062.438,51966.438,51979.49,51983.992,56518.957,58062.438,58062.438,51984.02,58062.438,27997.97,2924.3838,58062.438,58062.438,51966.438,169027.4
18047.816,11679.04,11951.816,14156.058,18050.125,18047.816,18050.924,18047.816,18050.924,11951.816,11951.816,18050.924,18047.816,7543.1904,18047.816,11951.816,18050.924,11954.925,18050.924,18047.816,8738.463,11951.816,18047.816,18047.816,18047.816,11951.816,11954.124,11954.878,17775.041,18047.816,18047.816,11954.925,18047.816,12062.487,495.52496,18047.816,18047.816,11951.816,209056.72
17535.357,11177.206,11439.357,13795.192,17537.574,17535.357,17538.344,17535.357,17538.344,11439.357,11439.357,17538.344,17535.357,7180.106,17535.357,11439.357,17538.344,11442.345,17538.344,17535.357,8673.93,11439.357,17535.357,17535.357,17535.357,11439.357,11441.575,11442.297,17273.207,17535.357,17535.357,11442.345,17535.357,11816.137,388.41495,17535.357,17535.357,11439.357,209569.31
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7145,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,7286.7495,1190.7501,1190.7501,1190.7042,7286.7495,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,7286.7495,7286.7495,1190.7501,219820.94
23845.137,18207.754,17361.787,25073.525,25734.162,22208.766,24932.545,24275.385,24157.334,17236.467,10456.408,25795.004,21644.775,18977.525,20981.082,14166.468,24983.436,16154.606,22629.09,17257.479,25073.525,15573.28,22505.477,24926.932,22988.348,15421.73,19254.955,19471.037,25073.525,18117.549,23288.523,16914.982,20086.83,25073.525,18977.525,23637.34,25589.867,16571.89,201304.62
22551.564,16442.602,16184.166,21861.137,23945.004,21347.225,23424.031,22866.77,22916.035,16082.472,10438.132,23994.541,20922.172,13793.929,20460.002,13863.59,23457.7,15570.547,21914.568,17141.684,21861.137,14868.772,21574.322,23342.3,21921.97,14757.786,17569.67,17709.977,23079.621,17882.795,22142.709,16016.724,19579.707,21861.137,15765.137,22399.217,23826.145,15592.326,203106.95
19594.64,13588.4795,13264.557,19479.998,20807.393,18541.99,20392.982,19869.887,19987.777,13173.803,8064.878,20849.418,18167.225,12304.382,17768.664,11241.124,20419.918,12895.122,19188.957,14715.581,19479.998,12115.987,18737.918,20284.709,19044.883,12010.244,14468.931,14584.315,20147.354,15392.231,19237.672,13237.525,16941.533,19479.998,13383.997,19461.7,20706.785,12746.059,206253.06
16307.913,10257.616,10044.185,16062.225,17172.156,15567.318,16889.781,16503.785,16614.57,9979.479,6351.325,17202.451,15305.605,8972.059,15031.124,8637.931,16908.232,9841.655,16072.022,12843.073,16062.225,9239.198,15684.496,16799.15,15919.402,9128.845,10900.166,10993.155,16676.762,13325.82,16055.52,10047.691,14431.15,16062.225,9966.224,16213.691,17099.682,9676.146,209901.55
19703.207,13342.12,13434.975,17402.15,20555.666,18994.53,20297.04,19893.666,20039.287,13377.499,10352.978,20588.736,18752.934,7486.952,18477.352,12082.967,20314.25,13309.3125,19531.156,16767.975,17402.15,12666.065,19084.172,20182.195,19329.193,12531.75,14285.182,14399.577,19762.96,17157.098,19459.973,13513.628,18048.066,17402.15,11306.152,19611.941,20475.771,13086.692,206515.16
