pressure_loss_supply_Pa,pressure_loss_return_Pa,pressure_loss_substations_Pa,pressure_loss_total_Pa
84228.79,84228.79,419302.8,587760.4
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
207760.08,207760.08,840056.5,1255576.6
174186.56,174186.56,723693.6,1072066.8
128600.414,128600.414,559341.3,816542.1
90002.97,90002.97,421776.2,601782.1
90430.85,90430.85,424293.56,605155.25
121238.734,121238.734,537506.1,779983.6
75102.16,75102.16,369341.78,519546.1
40692.5,40692.5,245632.56,327017.56
39838.727,39838.727,242496.67,322174.12
39594.88,39594.88,241599.48,320789.25
45505.97,45505.97,262162.16,353174.1
131609.6,131609.6,597233.94,860453.1
117701.74,117701.74,546130.25,781533.75
195483.34,195483.34,835332.94,1226299.6
304566.9,304566.9,1240010.9,1849144.8
72681.27,72681.27,375896.47,521259.0
66637.72,66637.72,353052.28,486327.72
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
130902.97,130902.97,568081.9,829887.8
112209.24,112209.24,503442.75,727861.25
85112.984,85112.984,405682.53,575908.5
63650.14,63650.14,329127.47,456427.75
74538.14,74538.14,369421.97,518498.25
109566.14,109566.14,498280.28,717412.56
63365.586,63365.586,328871.1,455602.25
32230.531,32230.531,216169.12,280630.2
31505.527,31505.527,213427.33,276438.38
31115.818,31115.818,211920.81,274152.44
35702.977,35702.977,227819.9,299225.88
128595.49,128595.49,586150.25,843341.25
105946.49,105946.49,501738.4,713631.4
190171.89,190171.89,815889.5,1196233.2
294107.94,294107.94,1201752.4,1789968.2
64036.09,64036.09,343285.5,471357.7
59670.34,59670.34,326769.34,446110.03
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
124421.55,124421.55,546989.1,795832.25
113393.305,113393.305,509565.5,736352.1
86450.16,86450.16,411674.62,584574.94
64927.836,64927.836,334471.4,464327.06
79513.15,79513.15,388382.22,547408.5
130306.336,130306.336,575836.5,836449.2
66301.34,66301.34,340091.62,472694.3
33513.773,33513.773,221069.77,288097.3
33093.15,33093.15,219425.88,285612.2
33236.844,33236.844,219888.75,286362.44
37571.215,37571.215,234905.78,310048.22
130862.94,130862.94,594440.8,856166.7
113113.89,113113.89,528721.9,754949.6
196958.62,196958.62,840681.2,1234598.5
315623.03,315623.03,1280496.9,1911743.0
69088.26,69088.26,362277.66,500454.2
64681.1,64681.1,345599.56,474961.75
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
19154.305,19154.305,173439.9,211748.52
8280.223,8280.223,132907.81,149468.25
7730.96,7730.96,130860.766,146322.69
27845.734,27845.734,205839.73,261531.2
70635.625,70635.625,365338.47,506609.72
22394.791,22394.791,185518.98,230308.56
606.19354,606.19354,104348.04,105560.43
1022.8225,1022.8225,105933.836,107979.484
1609.7982,1609.7982,108168.86,111388.45
2118.5193,2118.5193,110104.82,114341.86
130080.28,130080.28,591588.4,851748.94
110956.414,110956.414,520631.62,742544.44
194285.69,194285.69,830926.4,1219497.8
308206.75,308206.75,1253334.5,1869748.0
69189.73,69189.73,362679.72,501059.2
64623.574,64623.574,345401.4,474648.56
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
81892.9,81892.9,416433.2,580219.0
77306.055,77306.055,398805.5,553417.6
73073.06,73073.06,382536.62,528682.75
69326.19,69326.19,368130.72,506783.1
65899.21,65899.21,354954.56,486753.0
62974.13,62974.13,343702.72,469650.97
59659.28,59659.28,330961.28,450279.84
680086.94,680086.94,2521628.2,3881802.0
706940.0,706940.0,2620169.8,4034049.8
667442.9,667442.9,2476784.2,3811670.0
531838.9,531838.9,1987106.6,3050784.5
459527.44,459527.44,1727743.0,2646798.0
447032.97,447032.97,1683049.1,2577115.0
308861.28,308861.28,1189755.6,1807478.2
217268.28,217268.28,869917.56,1304454.1
193518.4,193518.4,785123.5,1172160.2
175538.11,175538.11,721177.7,1072253.9
176434.1,176434.1,722679.0,1075547.2
159355.67,159355.67,699097.2,1017808.5
129487.01,129487.01,589523.5,848497.5
209691.62,209691.62,887412.4,1306795.6
320404.78,320404.78,1297954.6,1938764.2
121099.64,121099.64,558437.8,800637.1
113787.7,113787.7,530834.94,758410.4
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
344269.7,344269.7,1315737.8,2004277.1
272027.8,272027.8,1064913.1,1608968.8
195613.34,195613.34,791892.75,1183119.5
144436.38,144436.38,611332.75,900205.5
142907.08,142907.08,607361.8,893176.0
169501.92,169501.92,705113.25,1044117.1
104115.73,104115.73,468834.12,677065.56
65735.1,65735.1,333070.0,464540.2
63484.41,63484.41,325128.2,452097.0
61576.004,61576.004,318439.0,441591.0
66637.88,66637.88,335706.72,468982.5
134026.9,134026.9,606117.7,874171.5
118570.305,118570.305,549406.3,786546.94
187847.48,187847.48,807504.1,1183199.1
276764.34,276764.34,1138372.9,1691901.5
73529.12,73529.12,379209.88,526268.1
67740.85,67740.85,357310.72,492792.44
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
145055.05,145055.05,614119.0,904229.1
117987.49,117987.49,520690.47,756665.44
88781.57,88781.57,416210.03,593773.2
67116.16,67116.16,339571.25,473803.56
74852.99,74852.99,368366.53,518072.5
99848.32,99848.32,459795.12,659491.75
61091.6,61091.6,318787.84,440971.06
31838.072,31838.072,213737.27,277413.4
30508.104,30508.104,208910.88,269927.1
30835.227,30835.227,210045.64,271716.1
35928.22,35928.22,227715.73,299572.2
126345.61,126345.61,577927.25,830618.5
98084.57,98084.57,472177.8,668346.94
162591.4,162591.4,712856.75,1038039.56
244094.42,244094.42,1016450.94,1504639.8
58135.066,58135.066,321128.4,437398.53
54361.508,54361.508,306845.7,415568.7
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.097395375,0.097395375,102042.04,102042.234
0.12590133,0.12590133,102042.02,102042.27
95361.625,95361.625,440303.0,631026.25
81908.81,81908.81,394238.4,558056.0
62345.26,62345.26,323933.75,448624.28
47107.723,47107.723,269741.1,363956.53
56181.594,56181.594,303269.84,415633.03
79226.914,79226.914,387702.88,546156.7
46569.984,46569.984,268367.22,361507.2
21497.14,21497.14,177858.17,220852.45
20288.752,20288.752,173408.45,213985.95
20887.82,20887.82,175428.52,217204.16
25312.95,25312.95,190769.6,241395.5
121747.45,121747.45,561005.7,804500.6
80562.16,80562.16,405967.97,567092.25
142782.45,142782.45,638192.3,923757.25
223334.58,223334.58,938293.06,1384962.2
49703.117,49703.117,289310.0,388716.25
47524.875,47524.875,281044.5,376094.25
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.14015433,0.14015433,102042.02,102042.305
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
86789.18,86789.18,411590.03,585168.4
76482.42,76482.42,376339.25,529304.1
58084.258,58084.258,309940.4,426108.94
44332.535,44332.535,260839.2,349504.28
55786.26,55786.26,303075.88,414648.4
83070.77,83070.77,403379.84,569521.4
49330.137,49330.137,279410.44,378070.72
22631.037,22631.037,182525.4,227787.48
21137.945,21137.945,176970.97,219246.86
21219.613,21219.613,177084.56,219523.78
25746.832,25746.832,192787.69,244281.34
123589.734,123589.734,567731.4,814910.9
83911.04,83911.04,418531.5,586353.56
150736.11,150736.11,667921.0,969393.25
233330.08,233330.08,975539.2,1442199.4
51155.973,51155.973,294744.56,397056.5
47235.723,47235.723,279933.72,374405.16
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
9972.629,9972.629,139216.53,159161.78
4541.2285,4541.2285,118971.41,128053.86
4036.0703,4036.0703,117085.73,125157.87
10934.163,10934.163,142800.33,164668.66
20226.654,20226.654,177439.6,217892.9
8662.159,8662.159,134330.03,151654.34
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
84880.03,84880.03,422032.7,591792.75
57309.07,57309.07,318218.34,432836.5
103116.16,103116.16,489203.16,695435.5
157359.9,157359.9,691362.9,1006082.7
37027.246,37027.246,241537.45,315591.94
36669.562,36669.562,240133.28,313472.4
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
4199.849,4199.849,118270.06,126669.76
5014.1626,5014.1626,121372.266,131400.6
6267.246,6267.246,126161.945,138696.44
7868.2227,7868.2227,132296.16,148032.6
9158.49,9158.49,137242.34,155559.33
10551.038,10551.038,142581.28,163683.36
11882.749,11882.749,147689.23,171454.73
615984.75,615984.75,2297117.0,3529086.5
523145.84,523145.84,1983833.1,3030124.8
354373.9,354373.9,1370979.4,2079727.2
241627.62,241627.62,964716.3,1447971.5
219654.9,219654.9,884810.0,1324119.8
239709.14,239709.14,958327.44,1437745.8
155572.12,155572.12,653933.9,965078.1
101394.79,101394.79,461297.62,664087.2
92214.27,92214.27,428123.44,612552.0
85790.54,85790.54,404872.6,576453.7
90092.77,90092.77,419147.06,599332.6
141420.9,141420.9,633265.5,916107.3
120531.836,120531.836,556462.25,797525.94
194218.69,194218.69,830712.44,1219149.8
292621.3,292621.3,1196301.1,1781543.8
75431.09,75431.09,386150.8,537013.0
69995.21,69995.21,365595.16,505585.56
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
200986.77,200986.77,815206.25,1217179.8
163872.19,163872.19,685737.6,1013482.0
125224.53,125224.53,547075.8,797524.9
93131.4,93131.4,432993.8,619256.6
102913.66,102913.66,469419.34,675246.6
135286.39,135286.39,588368.56,858941.4
78225.016,78225.016,380169.03,536619.06
41322.734,41322.734,247492.72,330138.2
39270.758,39270.758,240081.1,318622.62
38812.953,38812.953,238377.98,316003.88
44555.22,44555.22,258323.39,347433.8
129003.65,129003.65,587628.0,845635.3
104709.27,104709.27,497079.03,706497.56
185013.45,185013.45,796811.2,1166838.1
282095.62,282095.62,1157854.2,1722045.5
63246.45,63246.45,340317.12,466810.03
58524.625,58524.625,322466.72,439515.97
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
109461.49,109461.49,490718.72,709641.7
90156.734,90156.734,423693.3,604006.75
67408.35,67408.35,341891.34,476708.06
47081.86,47081.86,269458.9,363622.62
51824.957,51824.957,287304.22,390954.12
73976.04,73976.04,368327.4,516279.5
43577.766,43577.766,257455.69,344611.22
19272.885,19272.885,169840.34,208386.11
20284.46,20284.46,173324.0,213892.92
21136.021,21136.021,176235.39,218507.44
25549.25,25549.25,191527.62,242626.12
117902.94,117902.94,546507.2,782313.06
76872.086,76872.086,392015.03,545759.2
146122.2,146122.2,650567.75,942812.1
247596.02,247596.02,1028620.9,1523812.9
50907.484,50907.484,293796.7,395611.66
46234.938,46234.938,276160.34,368630.22
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.14015433,0.14015433,102042.02,102042.305
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
87453.54,87453.54,413864.94,588772.0
77701.67,77701.67,380575.75,535979.1
59887.426,59887.426,316321.66,436096.5
42428.547,42428.547,253848.98,338706.06
49758.973,49758.973,281030.72,380548.66
71387.984,71387.984,360382.4,503158.38
40705.875,40705.875,248019.9,329431.66
17742.098,17742.098,164881.23,200365.44
16751.188,16751.188,161188.84,194691.22
17285.643,17285.643,162973.16,197544.44
21864.441,21864.441,178910.3,222639.19
107397.02,107397.02,506836.5,721630.56
72903.24,72903.24,376973.44,522779.94
142514.38,142514.38,636833.44,921862.2
241368.45,241368.45,1005055.75,1487792.6
47095.19,47095.19,279414.88,373605.25
42659.504,42659.504,262682.4,348001.4
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.12590133,0.12590133,102042.02,102042.27
0.097395375,0.097395375,102042.04,102042.234
0.12590133,0.12590133,102042.02,102042.27
80193.3,80193.3,388868.1,549254.7
68744.77,68744.77,349130.72,486620.25
52414.824,52414.824,289989.44,394819.1
38540.49,38540.49,240259.55,317340.53
48346.25,48346.25,276393.94,373086.44
71664.45,71664.45,362121.3,505450.22
39061.36,39061.36,242463.55,320586.25
16607.91,16607.91,161000.0,194215.81
16633.434,16633.434,160950.67,194217.53
17499.46,17499.46,163911.19,198910.11
23135.383,23135.383,183640.36,229911.12
110687.57,110687.57,519079.3,740454.44
75622.2,75622.2,387140.75,538385.1
153563.2,153563.2,678087.56,985214.0
265800.1,265800.1,1095989.0,1627589.2
50916.004,50916.004,293734.06,395566.06
48975.53,48975.53,286365.84,384316.9
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
15952.97,15952.97,161508.89,193414.83
6668.2886,6668.2886,126897.34,140233.92
5907.419,5907.419,124064.1,135878.94
19233.758,19233.758,173738.64,212206.16
41074.54,41074.54,255148.69,337297.75
14360.8125,14360.8125,155573.92,184295.55
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
123335.34,123335.34,566751.7,813422.4
81744.53,81744.53,410292.53,573781.6
153060.45,153060.45,676475.4,982596.25
252326.52,252326.52,1046191.75,1550844.8
52246.31,52246.31,298792.22,403284.84
48789.13,48789.13,285727.22,383305.47
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
0.0,0.0,102042.07,102042.07
33828.918,33828.918,231908.58,299566.4
32267.385,32267.385,225911.3,290446.06
30089.475,30089.475,217547.84,277726.78
28790.19,28790.19,212559.86,270140.25
28854.074,28854.074,212796.88,270505.03
28222.438,28222.438,210363.69,266808.56
27971.486,27971.486,209390.83,265333.8
655851.9,655851.9,2436247.2,3747951.0
666105.3,666105.3,2476034.2,3808245.0
477777.62,477777.62,1802434.6,2757990.0
315868.9,315868.9,1222371.5,1854109.2
282162.1,282162.1,1101732.0,1666056.2
300565.22,300565.22,1169054.2,1770184.8
199709.39,199709.39,806253.9,1205672.6
132981.3,132981.3,570690.9,836653.5
121786.13,121786.13,530713.94,774286.2
114468.4,114468.4,504718.4,733655.2
118668.695,118668.695,518608.2,755945.56
146855.8,146855.8,653210.94,946922.5
124305.484,124305.484,570364.1,818975.1
207269.61,207269.61,878452.0,1292991.2
320450.94,320450.94,1298149.9,1939051.8
95094.29,95094.29,460236.88,650425.44
87197.29,87197.29,430381.4,604776.0
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
278465.16,278465.16,1087169.2,1644099.5
232356.36,232356.36,927568.94,1392281.6
181102.03,181102.03,743951.3,1106155.4
133982.25,133982.25,576716.94,844681.44
144971.69,144971.69,618424.1,908367.5
183112.08,183112.08,758992.9,1125217.0
115461.99,115461.99,512465.5,743389.5
68465.555,68465.555,343934.8,480865.94
62659.67,62659.67,323090.53,448409.88
59283.473,59283.473,311004.75,429571.7
64353.75,64353.75,328396.4,457103.9
137144.16,137144.16,617451.7,891740.0
120544.6,120544.6,556553.6,797642.8
202734.28,202734.28,861835.4,1267304.0
320780.53,320780.53,1299368.9,1940930.0
79165.25,79165.25,400270.0,558600.5
72346.45,72346.45,374503.03,519195.94
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
159544.02,159544.02,668618.8,987706.9
132726.44,132726.44,575482.5,840935.4
99302.016,99302.016,455204.06,653808.1
70847.83,70847.83,353523.94,495219.6
79515.57,79515.57,385897.3,544928.44
107410.86,107410.86,488431.72,703253.44
66848.164,66848.164,340361.8,474058.12
33232.86,33232.86,219122.73,285588.44
32040.555,32040.555,214702.62,278783.75
31808.527,31808.527,213799.2,277416.25
36189.156,36189.156,228930.72,301309.03
126378.62,126378.62,578046.44,830803.7
98412.32,98412.32,473360.47,670185.1
175767.64,175767.64,762108.4,1113643.6
282391.78,282391.78,1158936.6,1723720.2
60329.27,60329.27,329354.94,450013.47
56058.703,56058.703,313200.62,425318.03
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.14252983,0.14252983,102042.016,102042.3
0.095019884,0.095019884,102042.04,102042.23
0.12590133,0.12590133,102042.02,102042.27
110911.79,110911.79,497002.0,718825.56
94042.03,94042.03,438548.47,626632.5
68247.65,68247.65,345641.6,482136.88
49698.836,49698.836,279461.4,378859.06
57593.97,57593.97,308728.75,423916.7
79771.32,79771.32,390064.16,549606.8
47563.19,47563.19,272273.0,367399.38
23351.201,23351.201,184709.81,231412.22
22826.22,22826.22,182636.3,228288.73
