thermal_loss_supply_kW,thermal_loss_return_kW,thermal_loss_total_kW
-0.08022573442391026,-0.0753216356844764,-0.15554737010838665
-0.08207608675879989,-0.07705887829652945,-0.15913496505532934
-0.08049579504235328,-0.07557582555042847,-0.15607162059278173
-0.08373237908111299,-0.07861458689888877,-0.16234696598000176
-0.07979972699245576,-0.07492230175514615,-0.1547220287476019
-0.08282751514315921,-0.07776502899203067,-0.16059254413518986
-0.08130418327774716,-0.07633480442836675,-0.1576389877061139
-0.08100494198152616,-0.07605385300738073,-0.1570587949889069
-0.08095475300122379,-0.07600673161932103,-0.15696148462054482
-0.08045921107263326,-0.07554147762300738,-0.15600068869564065
-0.08137811876888669,-0.07640422092148114,-0.1577823396903678
-0.08186071765856318,-0.07685732296814717,-0.15871804062671035
-0.08106144600856229,-0.07610690346269383,-0.15716834947125613
-0.08135351483692625,-0.07638112080216797,-0.15773463563909423
-0.08106039304580012,-0.07610591485747772,-0.15716630790327785
-0.08153828429410237,-0.0765545969972916,-0.15809288129139398
-0.08097252667340635,-0.07602341895019982,-0.15699594562360616
-0.0810750695795671,-0.07611969434937628,-0.15719476392894338
-0.081103465390629,-0.0761463545854155,-0.15724981997604448
-0.08144186351984486,-0.0764640695409387,-0.15790593306078357
-0.0814658443143996,-0.07648658460987529,-0.15795242892427488
-0.08156525176218665,-0.07657991619241514,-0.1581451679546018
-0.08203811378893475,-0.07702387650144663,-0.15906199029038137
-0.08160964948749971,-0.07662160029150285,-0.15823124977900255
-0.08187370831290339,-0.07686951962348895,-0.15874322793639234
-0.08077601694513113,-0.07583892005929822,-0.15661493700442936
-0.08230204353831394,-0.07727167464592928,-0.1595737181842432
-0.08117321847240548,-0.0762118443007325,-0.15738506277313796
-0.08109532270790337,-0.0761387095900643,-0.15723403229796767
-0.08024601973093867,-0.07534131671223926,-0.15558733644317793
-0.08369646258159436,-0.07858086564527232,-0.1622773282268667
-0.07992434100049389,-0.07503929925132509,-0.15496364025181897
-0.08277025583662172,-0.0777112694219325,-0.16048152525855422
-0.08077577502197024,-0.07583869292268082,-0.15661446794465106
-0.08281552794284444,-0.07775377445940251,-0.16056930240224696
-0.07993479507795001,-0.07504911436728683,-0.15498390944523682
-0.08282527479359504,-0.07776292557507276,-0.1605882003686678
-0.08077828815474347,-0.07584105245082354,-0.156619340605567
-0.08119085841285695,-0.07622840607311199,-0.15741926448596893
-0.08228728571955406,-0.07725781883685319,-0.15954510455640725
-0.08115172740081743,-0.07619166678129559,-0.15734339418211302
-0.08195759497174185,-0.07694827906054014,-0.15890587403228199
-0.08007484259475213,-0.07518060206459079,-0.15525544465934293
-0.08108117335366612,-0.07612542505500215,-0.15720659840866827
-0.08261141963102311,-0.07756214141581379,-0.1601735610468369
-0.08025563660282822,-0.07535034579244089,-0.15560598239526913
-0.08279609350041577,-0.07773552786591426,-0.16053162136633004
-0.07992590257186376,-0.07504013217850879,-0.15496603475037254
-0.08295055548801156,-0.0778798918472613,-0.16083044733527285
-0.08010162962508856,-0.0752051172568996,-0.15530674688198814
-0.08266447405698779,-0.07761129821632755,-0.16027577227331535
-0.08013228822217466,-0.07523390173294908,-0.15536618995512375
-0.08283834485878448,-0.07777454051399542,-0.1606128853727799
-0.0816785682662366,-0.07668565961275398,-0.15836422787899057
-0.08060794507895107,-0.07568048228027288,-0.15628842735922394
-0.08176662362264124,-0.07676833225542656,-0.15853495587806782
-0.08136842498086964,-0.07639447499793772,-0.15776289997880738
-0.08299767773212398,-0.07792413356756672,-0.1609218112996907
-0.07982300799974856,-0.07494352742344287,-0.15476653542319144
-0.0829361860507707,-0.07786640079582612,-0.16080258684659682
-0.08036631441789685,-0.07545362219958754,-0.1558199366174844
-0.08242019223739651,-0.07738194903863915,-0.15980214127603565
-0.08066666282323622,-0.07573561068280699,-0.1564022735060432
-0.08180713114367683,-0.07680636360214395,-0.15861349474582076
-0.08011947760572866,-0.07522187421345336,-0.15534135181918202
-0.08157086953575503,-0.07658454437087742,-0.15815541390663246
-0.07993493127759933,-0.07504860897076253,-0.15498354024836186
-0.08217266855043756,-0.07714955616487787,-0.15932222471531543
-0.08054665304081206,-0.07562293694771584,-0.1561695899885279
-0.08166035268769957,-0.07666855752995066,-0.15832891021765022
-0.0801048797599411,-0.07520816871570908,-0.1553130484756502
-0.08166637748152301,-0.07667421403545126,-0.15834059151697427
-0.08083693076641267,-0.07589547035962213,-0.15673240112603481
-0.08372951578527117,-0.07861123527560962,-0.1623407510608808
-0.08145097974037022,-0.07647198328827814,-0.15792296302864836
-0.08326465992563505,-0.07817479547436067,-0.1614394553999957
-0.08244264210330766,-0.07740367971019171,-0.1598463218134994
-0.08127952691207417,-0.07631165508081414,-0.1575911819928883
-0.08059875703098035,-0.07567249441765958,-0.15627125144863993
-0.08134425271874719,-0.07637242479274435,-0.15771667751149154
-0.08298882668884773,-0.07791648104293404,-0.16090530773178177
-0.08148855663829827,-0.07650790873751978,-0.15799646537581805
-0.08102294782309495,-0.07607075831812685,-0.1570937061412218
-0.08000381918406987,-0.07511391966220704,-0.15511773884627691
-0.0809309738364857,-0.07598440585756086,-0.15691537969404656
-0.08164569314294645,-0.07665544092873619,-0.15830113407168264
-0.08156211543991615,-0.07657697156396041,-0.15813908700387658
-0.08128672806796124,-0.07631841609534652,-0.15760514416330776
-0.08159008794434323,-0.0766025879824166,-0.15819267592675984
-0.08271346762828921,-0.0776572968717699,-0.1603707645000591
-0.08121961402929927,-0.07625540412250842,-0.1574750181518077
-0.0814878758089348,-0.0765072695205557,-0.1579951453294905
-0.08028984940315151,-0.07538246747814453,-0.15567231688129604
-0.08205889994332546,-0.0770433921874891,-0.15910229213081456
-0.08008230265886755,-0.07518697172393529,-0.15526927438280286
-0.08193666367249659,-0.07692797796984677,-0.15886464164234337
-0.08121895508617397,-0.07625414201083727,-0.15747309709701124
-0.08161655925296277,-0.0766280877261765,-0.15824464697913926
-0.08054316735722056,-0.07562030242912988,-0.15616346978635043
-0.0821207392574666,-0.07710145183211681,-0.1592221910895834
-0.08016673084282458,-0.07526687402660945,-0.15543360486943403
-0.08274301742201809,-0.07768569584156172,-0.16042871326357983
-0.08114087830859856,-0.07618148079411591,-0.15732235910271447
-0.08183244461815649,-0.07683077799932793,-0.15866322261748442
-0.07982873559505511,-0.07494953732720111,-0.1547782729222562
-0.08324296139933907,-0.07815508283022672,-0.16139804422956577
-0.08138349139414854,-0.07640926516788936,-0.1577927565620379
-0.08231719789191787,-0.07728590275292013,-0.15960310064483801
-0.08103839113591728,-0.07608525772209584,-0.1571236488580131
-0.08130300930988613,-0.0763337022150727,-0.15763671152495884
-0.08081659274030754,-0.07587701582806611,-0.15669360856837367
-0.0808855845429848,-0.07594179079476811,-0.15682737533775293
-0.07992784884990112,-0.07504259269762348,-0.1549704415475246
-0.08119846262817225,-0.07623554551250569,-0.15743400814067793
-0.08152583047446428,-0.07654290436558661,-0.1580687348400509
-0.08101860192094837,-0.07606667804029418,-0.15708527996124255
-0.0816286109262008,-0.07663940279161165,-0.15826801371781246
-0.08007651918243057,-0.07518217617660891,-0.15525869535903947
-0.08240066176352917,-0.07736426524335888,-0.15976492700688805
-0.07974281722598435,-0.07486887035941919,-0.15461168758540356
-0.08023186919225407,-0.0753280310667305,-0.15555990025898458
-0.08019036643205499,-0.07528906498874428,-0.15547943142079929
-0.08246206066032206,-0.07742191138890875,-0.15988397204923083
-0.08217070293842883,-0.07714836169230253,-0.15931906463073137
-0.08188964236086418,-0.07688447976919166,-0.15877412213005584
-0.08275941556023664,-0.07770109171207987,-0.1604605072723165
-0.08122344751946536,-0.07625900330734928,-0.15748245082681464
-0.08064626065925926,-0.07571709458420507,-0.15636335524346434
-0.08110394325860684,-0.07614680324497897,-0.1572507465035858
-0.08097556547583273,-0.07602627201908851,-0.15700183749492125
-0.08212751125010356,-0.0771078099159884,-0.15923532116609196
-0.08112781625585198,-0.07616921710557106,-0.15729703336142303
-0.08032312797211393,-0.07541371203455727,-0.1557368400066712
-0.0811571395202874,-0.07619674810750346,-0.15735388762779084
-0.08261839729687519,-0.07756869260147117,-0.16018708989834635
-0.08065623686012853,-0.07572646103165585,-0.15638269789178438
-0.08135221399438573,-0.07637989946865861,-0.15773211346304433
-0.08069872238568451,-0.07576634980694487,-0.1564650721926294
-0.08322801667218008,-0.07814105153737783,-0.1613690682095579
-0.08093209624605348,-0.07598545966446002,-0.15691755591051348
-0.0823382078405591,-0.07730562855580743,-0.15964383639636653
-0.08048879095944068,-0.07556924956330982,-0.15605804052275052
-0.08233759931484404,-0.07730505722431473,-0.15964265653915877
-0.0813530222500843,-0.07638065832303226,-0.15773368057311654
-0.08035504406865589,-0.07544367739291202,-0.15579872146156792
-0.08146031927077653,-0.07648139726153552,-0.15794171653231204
-0.08090228211296205,-0.07595746779581329,-0.15685974990877533
-0.08177045109022597,-0.07677257356749802,-0.158543024657724
-0.08371443706971157,-0.07859774151796818,-0.16231217858767977
-0.08002305547736234,-0.07513198021835292,-0.15515503569571526
-0.08174453541403269,-0.07674824187882495,-0.15849277729285766
-0.08153048804936394,-0.0765472772653696,-0.15807776531473355
-0.08149490582408717,-0.0765138698556414,-0.15800877567972857
-0.08183698950941314,-0.07683504510351746,-0.1586720346129306
-0.0822645403773056,-0.07723646370890276,-0.15950100408620838
-0.08090991256277173,-0.07596463186518883,-0.15687454442796056
-0.08149778297273416,-0.07651657115058622,-0.15801435412332038
-0.08078079833482912,-0.07584340920638355,-0.15662420754121267
-0.08152303340867842,-0.07654027825848125,-0.15806331166715967
-0.08187926855470604,-0.07687474001863442,-0.15875400857334046
-0.08138487935221501,-0.07641056829236571,-0.15779544764458073
-0.08178239144590489,-0.07678378411875555,-0.15856617556466046
-0.08202014436786842,-0.07700700538571581,-0.15902714975358423
-0.08209425571249704,-0.0770765869834832,-0.15917084269598025
-0.0830545560325418,-0.0779781929546419,-0.1610327489871837
-0.08043155992655882,-0.07551551653756357,-0.15594707646412237
-0.08012711549807872,-0.07522968000464951,-0.15535679550272824
-0.08245492679590112,-0.07741521355197481,-0.15987014034787594
-0.08124158394260009,-0.07627603121628121,-0.1575176151588813
-0.08015360064666191,-0.07525454635848211,-0.15540814700514402
-0.08054993022715111,-0.07562665194759538,-0.1561765821747465
-0.08252370885710333,-0.07747979159650188,-0.16000350045360523
-0.08410762991093942,-0.07896690208752814,-0.16307453199846755
-0.08194173455279251,-0.07693338804331351,-0.15887512259610603
-0.08043438564927115,-0.07551816955034592,-0.15595255519961707
-0.0816708058292674,-0.07667901870647234,-0.15834982453573976
-0.08202486897483369,-0.07701144121955751,-0.15903631019439118
-0.08060355343537119,-0.07567699766102982,-0.15628055109640102
-0.08054665038311405,-0.07562357257033549,-0.15617022295344954
-0.0824028898245942,-0.07736635712337539,-0.1597692469479696
-0.08144577344675161,-0.07646774048979807,-0.15791351393654968
-0.08290478254659563,-0.07783757374755144,-0.16074235629414707
-0.0814871325243648,-0.07650657166590782,-0.15799370419027264
-0.08025447321829024,-0.07534925351577619,-0.15560372673406642
-0.08177587203172222,-0.07677766317655368,-0.15855353520827592
-0.08168055161772661,-0.07668816882500781,-0.15836872044273442
-0.0798940878825313,-0.07501089522946089,-0.1549049831119922
-0.08132941812386135,-0.07635849690036658,-0.15768791502422794
-0.08274397702467495,-0.07768659679231223,-0.16043057381698717
-0.08000634403146743,-0.07511629018959685,-0.1551226342210643
-0.08159123647506725,-0.07660431269710857,-0.15819554917217582
-0.08051982267036525,-0.07559838459014204,-0.1561182072605073
-0.08125776876667183,-0.07629122681056741,-0.15754899557723923
-0.08094939771679024,-0.07600170365397435,-0.1569511013707646
-0.08117722824915295,-0.07621560899598331,-0.15739283724513625
-0.08197584369190355,-0.07696541240341144,-0.158941256095315
-0.08151396861937332,-0.07653176751666642,-0.15804573613603973
-0.08038578247988132,-0.0754725370462201,-0.1558583195261014
-0.08471955862869907,-0.07954142921659743,-0.1642609878452965
-0.08018109966648376,-0.07528036461572282,-0.15546146428220659
-0.08327511157960014,-0.07818526796381225,-0.1614603795434124
-0.08052736644650497,-0.07560546728361034,-0.15613283373011533
-0.08051782850170015,-0.07559651230615623,-0.15611434080785638
-0.08020655376286076,-0.07530426293704992,-0.15551081669991068
-0.08161467678538684,-0.07662632031684138,-0.15824099710222822
-0.08026725877981523,-0.07536125761267397,-0.1556285163924892
-0.08194820560943812,-0.0769394635836313,-0.1588876691930694
-0.08009798537079034,-0.0752023303347935,-0.15530031570558384
-0.08137096532333299,-0.07639750470068354,-0.15776847002401653
-0.08322972355183611,-0.07814265408983902,-0.1613723776416751
-0.08173850422308913,-0.07674257931925488,-0.15848108354234403
-0.08216739272253328,-0.07714525379929893,-0.1593126465218322
-0.08218116183236983,-0.07715818132912504,-0.15933934316149487
-0.08035863516407424,-0.07544704899725285,-0.1558056841613271
-0.08193635640563843,-0.07692833861297502,-0.15886469501861344
-0.08053988266291295,-0.07561721849856955,-0.15615710116148251
-0.08161874850305764,-0.07663014316729036,-0.158248891670348
-0.08029708252170192,-0.0753892585025718,-0.15568634102427373
-0.08098939770539605,-0.07603925881079446,-0.15702865651619052
-0.08007063313780914,-0.07517664989248564,-0.15524728303029478
-0.08238147718897526,-0.07734625324564993,-0.15972773043462518
-0.08131303118469316,-0.076343111543984,-0.15765614272867717
-0.08141751289765405,-0.07644120724816593,-0.15785872014581998
-0.08143214408024353,-0.07645494416144898,-0.1578870882416925
-0.08105784022686038,-0.0761035180683127,-0.15716135829517308
-0.08044478723956003,-0.07552793538644081,-0.15597272262600084
-0.08214506724242158,-0.07712429287082542,-0.159269360113247
-0.08054966723347287,-0.0756264050287542,-0.15617607226222707
-0.08147979456179007,-0.07649968220618014,-0.1579794767679702
-0.08078021715044384,-0.0758428635444683,-0.15662308069491215
-0.08205887393796607,-0.07704336777249435,-0.15910224171046042
-0.08283020244118874,-0.07776755203952763,-0.1605977544807164
-0.08093003111731643,-0.07598352075734452,-0.15691355187466094
-0.08246277191035795,-0.07742257916633538,-0.15988535107669333
-0.08007011523558702,-0.0751761636447855,-0.1552462788803725
-0.0838476932052116,-0.07872285292753446,-0.16257054613274607
-0.08089630465858957,-0.07595185568768396,-0.15684816034627352
-0.08302747896721871,-0.0779527708623763,-0.16098024982959502
-0.0803326574090836,-0.07542265902439524,-0.15575531643347884
-0.08251084881994461,-0.07746771757590644,-0.15997856639585106
-0.08132189702227813,-0.076351435494513,-0.1576733325167911
-0.0818408473255479,-0.07683931549717554,-0.15868016282272346
-0.08046560778359352,-0.07554812083668379,-0.1560137286202773
-0.08238869971550454,-0.07735368703570425,-0.15974238675120878
-0.08163909064352443,-0.07664988875203771,-0.15828897939556213
-0.08071590295299806,-0.07578311974205319,-0.15649902269505125
-0.08059532596767269,-0.07566991156568632,-0.15626523753335902
-0.08169955319282007,-0.07670665625937567,-0.15840620945219575
-0.08152429648597306,-0.07654210999816168,-0.15806640648413472
-0.08250652679864737,-0.07746431336500073,-0.1599708401636481
-0.08172359333924023,-0.07672922724196554,-0.15845282058120577
-0.08077221812776544,-0.0758359933323929,-0.15660821146015835
-0.08216118120056998,-0.07714007283875766,-0.15930125403932766
-0.08133339829096263,-0.07636287814711931,-0.15769627643808193
-0.0821195701528706,-0.07710100476301275,-0.15922057491588334
-0.08051354624963475,-0.07559249178966702,-0.1561060380393018
-0.08282801485402772,-0.0777654981604938,-0.16059351301452152
-0.07971983932871712,-0.07484729689170674,-0.15456713622042387
-0.0818918873584979,-0.07688658755109833,-0.15877847490959623
-0.08049191659242946,-0.07557218415488762,-0.15606410074731708
-0.08057517118012647,-0.07565035015271993,-0.1562255213328464
-0.08245332270954339,-0.07741370750908992,-0.1598670302186333
-0.08001882032498588,-0.07512800392149618,-0.15514682424648207
-0.08006768836405495,-0.07517388510564639,-0.15524157346970135
-0.08134297182503669,-0.07637122218791675,-0.15771419401295345
-0.08105040498638603,-0.07609717938449635,-0.1571475843708824
-0.08192577914363501,-0.07691905688494,-0.15884483602857502
-0.08024459936138711,-0.07534061888179272,-0.15558521824317983
-0.08107675336247039,-0.07612191753609697,-0.15719867089856737
-0.08055682429290008,-0.07563376284181751,-0.1561905871347176
-0.08042175172649389,-0.07550694495022825,-0.15592869667672216
-0.08225545142998188,-0.07722858194118343,-0.1594840333711653
-0.08098927875923176,-0.0760397887592217,-0.15702906751845347
-0.08311178678926182,-0.0780325841595365,-0.1611443709487983
-0.08098237717422781,-0.07603330894985917,-0.15701568612408698
-0.08020279903226435,-0.07530137309142759,-0.15550417212369194
-0.08215117960622798,-0.0771306824710454,-0.15928186207727338
-0.08088823517187636,-0.075944279415191,-0.15683251458706737
-0.08139607976278862,-0.07642108412436006,-0.15781716388714867
-0.08059932470351933,-0.07567302739326036,-0.1562723520967797
-0.081846153630931,-0.0768436491058521,-0.15868980273678313
-0.08079988583092546,-0.07586133005851542,-0.15666121588944087
-0.08190034243229519,-0.07689452584399481,-0.15879486827629
-0.08131862903604664,-0.07634836725053352,-0.15766699628658015
-0.08329675923316308,-0.07820559249575618,-0.16150235172891925
-0.07990644579503457,-0.07502249781565921,-0.1549289436106938
-0.08062572944506485,-0.07569781825514026,-0.15632354770020512
-0.0804844049947589,-0.075565131671632,-0.15604953666639088
-0.08255660623430297,-0.0775106782596942,-0.16006728449399715
-0.07974485584106822,-0.07487078437388436,-0.15461564021495258
-0.08328185799848248,-0.07819160203671359,-0.16147346003519608
-0.0801256223405083,-0.07522827810996327,-0.15535390045047157
-0.08071963329734325,-0.07578598262644033,-0.1565056159237836
-0.0800420567800524,-0.07514982014554274,-0.15519187692559513
-0.08150779955542328,-0.0765259755108769,-0.15803377506630018
-0.08068952372014306,-0.07575771337111659,-0.15644723709125963
-0.08200048433948398,-0.07698854699391847,-0.15898903133340245
-0.08017010896800841,-0.07527004567732368,-0.1554401546453321
-0.08125708562674444,-0.07629058542529955,-0.15754767105204398
-0.08219054528029364,-0.07716699125301252,-0.15935753653330614
-0.08181572786686679,-0.07681508299019946,-0.15863081085706626
-0.08138611840762403,-0.0764117316160151,-0.1577978500236391
-0.08203259671457801,-0.07701869663411809,-0.1590512933486961
-0.0804092569505976,-0.07549457673836733,-0.15590383368896493
-0.08286177159772107,-0.07779719166443715,-0.16065896326215823
-0.07996344825799369,-0.07507601624134747,-0.15503946449934114
-0.0836844094257025,-0.07856954918823018,-0.1622539586139327
-0.08176697549080911,-0.07676931040014982,-0.15853628589095892
-0.08261692493965574,-0.0775673102363858,-0.16018423517604152
-0.07991919316797481,-0.0750344660586345,-0.1549536592266093
-0.08172771574936516,-0.07673245024653629,-0.15846016599590146
