pressure_loss_supply_Pa,pressure_loss_return_Pa,pressure_loss_substations_Pa,pressure_loss_total_Pa
3943.769,3943.769,117562.08,125449.62
3941.7246,3941.7246,117552.08,125435.53
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3941.7246,3941.7246,117552.08,125435.53
3941.7246,3941.7246,117552.08,125435.53
3941.7246,3941.7246,117552.08,125435.53
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3945.8167,3945.8167,117568.53,125460.164
3945.8167,3945.8167,117568.53,125460.164
3945.8167,3945.8167,117568.53,125460.164
3945.8167,3945.8167,117568.53,125460.164
3947.8633,3947.8633,117574.92,125470.65
3947.8633,3947.8633,117574.92,125470.65
3945.8167,3945.8167,117568.53,125460.164
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3943.769,3943.769,117562.08,125449.62
3941.7246,3941.7246,117552.08,125435.53
3941.7246,3941.7246,117552.08,125435.53
3941.7246,3941.7246,117552.08,125435.53
3941.7246,3941.7246,117552.08,125435.53
3939.6797,3939.6797,117545.625,125424.984
3937.6333,3937.6333,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3937.6333,3937.6333,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3933.546,3933.546,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3937.6333,3937.6333,117535.61,125410.875
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3927.419,3927.419,117496.2,125351.04
3927.419,3927.419,117496.2,125351.04
3925.3757,3925.3757,117489.8,125340.55
3925.3757,3925.3757,117489.8,125340.55
3925.3757,3925.3757,117489.8,125340.55
3925.3757,3925.3757,117489.8,125340.55
3927.419,3927.419,117496.2,125351.04
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3929.4602,3929.4602,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3927.4177,3927.4177,117496.2,125351.04
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3933.546,3933.546,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3937.6333,3937.6333,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3929.4612,3929.4612,117506.25,125365.17
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3931.5022,3931.5022,117512.71,125375.72
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3931.503,3931.503,117512.7,125375.71
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3933.546,3933.546,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3933.547,3933.547,117522.71,125389.805
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3935.5918,3935.5918,117529.16,125400.34
3937.6333,3937.6333,117535.61,125410.875
3937.6345,3937.6345,117535.61,125410.875
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
3939.6797,3939.6797,117545.625,125424.984
