thermal_loss_supply_kW,thermal_loss_return_kW,thermal_loss_total_kW
-0.06255816653860978,0.23279210826998892,0.17023394173137912
-0.06136995226206233,0.2283705127882115,0.16700056052614917
-0.06202607950995914,0.23081210041426703,0.1687860209043079
-0.06146003929216826,0.22870574559348766,0.1672457063013194
-0.0611716826200122,0.22763270970765417,0.166461027087642
-0.060515023854651094,0.22518914419315178,0.16467412033850068
-0.06118318843933398,0.22767552528364493,0.16649233684431095
20.011489070111516,16.191246662431734,36.202735732543246
23.649022979498373,16.522965211374785,40.17198819087316
23.645878193070033,15.86785722463528,39.51373541770531
23.64113627109174,15.330530595501223,38.97166686659296
23.642910005932034,15.259053106785133,38.90196311271717
23.644175403831824,15.542119846995181,39.186295250827
23.63902875106284,15.06930217106829,38.708330922131125
19.993726754343058,13.583084845046344,33.5768115993894
19.992483364793856,13.715369350168986,33.70785271496284
19.993240137460074,13.898530172729195,33.89177031018927
19.99602312876667,14.464395472540163,34.460418601306834
0.5045064973008424,3.201225831652752,3.7057323289535944
0.5009055178143327,3.013106300671285,3.5140118184856175
0.5015346430721672,2.754012324643691,3.2555469677158584
0.5011349771093012,2.6596653944666255,3.1608003715759265
0.5016897268230469,2.8956132256097846,3.3973029524328315
0.5016726875581705,2.884281748279159,3.3859544358373297
-0.06161457177058661,0.22928079347923283,0.16766622170864623
-0.061526088702324254,0.2289515293535587,0.16742544065123444
-0.06143379526891523,0.2286080860569693,0.16717429078805407
-0.06156842147950276,0.2291090585298449,0.16754063705034214
-0.06121839889683516,0.22780655080829493,0.16658815191145976
-0.06088781685879375,0.22657638544612133,0.16568856858732758
-0.06149357903892087,0.22883055405151767,0.1673369750125968
20.010850111282643,16.16122218792616,36.17207229920881
23.65051379521721,16.639442057102652,40.28995585231986
23.64765759371718,16.144706659003347,39.79236425272053
23.645205514401628,15.650999920895153,39.296205435296784
23.646703542683174,15.658663170023416,39.305366712706586
23.64746847499178,15.917697098179032,39.56516557317081
23.644837957657813,15.466818047931207,39.11165600558902
20.00030915704734,14.08266183406493,34.08297099111227
19.99951067400357,14.223691282173775,34.22320195617735
20.00072682044299,14.425249529162983,34.425976349605975
20.002341607899005,14.902865491738716,34.90520709963772
0.5059662042032675,3.3831298248043913,3.889096029007659
0.5011320771492304,3.1914753188881884,3.6926073960374186
0.5042552317864778,3.1205947794181714,3.624850011204649
0.5036068032566221,3.1631617649310146,3.6667685681876367
0.501986675629848,3.09204640938939,3.594033085019238
0.501812066112533,3.0853894750014224,3.5872015411139553
-0.0014446387605387232,0.0,-0.0014446387605387232
-0.0022288656738135774,0.0,-0.0022288656738135774
-0.0018945592750792986,0.0,-0.0018945592750792986
-0.0011553046897581644,0.0,-0.0011553046897581644
-0.0017877096359533386,0.0,-0.0017877096359533386
-0.0012990760803994,0.0,-0.0012990760803994
-0.0008217023529848591,0.0,-0.0008217023529848591
-0.0012987790412236839,0.0,-0.0012987790412236839
-0.33966841227067596,2.631731904973094,2.292063492702418
-0.33936542599240566,2.2472885695936684,1.9079231436012627
-0.3393385010770608,2.175804769416657,1.836466268339596
-0.34008003356355154,2.1405151807191873,1.800435147155636
-0.3399841975853381,2.1645642138701637,1.8245800162848256
-0.3398782212305391,1.9586858569300674,1.6188076356995282
-0.0018713730253891072,0.0,-0.0018713730253891072
-0.0007943016819715391,0.0,-0.0007943016819715391
-0.002150149194755443,0.0,-0.002150149194755443
-0.0027068397123149123,0.0,-0.0027068397123149123
-0.004075266107696355,3.7705240868798997,3.7664488207722036
-0.008634752294411041,3.5370808741050435,3.5284461218106324
-0.008583381111910047,3.4666261494006614,3.458042768288751
0.022303763662856014,3.6291595293726178,3.651463293035474
-0.008637872581471013,3.3849496774745065,3.3763118048930356
-0.008623371057663207,3.37798613981772,3.3693627687600567
-0.0031414113945758093,0.0,-0.0031414113945758093
-0.0010625905293202105,0.0,-0.0010625905293202105
-0.0019917914996482604,0.0,-0.0019917914996482604
-0.0013099148995336276,0.0,-0.0013099148995336276
-0.001397011540401846,0.0,-0.001397011540401846
-0.0015529858961196219,0.0,-0.0015529858961196219
-0.0014678630794536214,0.0,-0.0014678630794536214
-0.0026478114426029637,0.0,-0.0026478114426029637
-0.0012093469251446584,0.0,-0.0012093469251446584
-0.0010402011856519425,0.0,-0.0010402011856519425
-0.0016858200311398756,0.0,-0.0016858200311398756
-0.001712243348475224,0.0,-0.001712243348475224
-0.0013096691972056015,0.0,-0.0013096691972056015
-0.0016813601314141823,0.0,-0.0016813601314141823
-0.0013618186692914036,0.0,-0.0013618186692914036
-0.0007044800400065315,0.0,-0.0007044800400065315
-0.0010243426029314696,0.0,-0.0010243426029314696
-0.002190530160925109,0.0,-0.002190530160925109
-0.0015745559672561567,0.0,-0.0015745559672561567
-0.0011946834245987923,0.0,-0.0011946834245987923
-0.001211711926104158,0.0,-0.001211711926104158
-0.0010147675375681508,0.0,-0.0010147675375681508
-0.0016191867226608332,0.0,-0.0016191867226608332
-0.0013418068896422896,0.0,-0.0013418068896422896
1.493791368644379,5.840513853368828,7.334305222013207
1.4697193437535483,5.779194716973535,7.248914060727083
1.4430776024545757,5.7103351737053565,7.153412776159932
1.4260847723624925,5.666466737173281,7.092551509535774
1.4061195651785294,5.614546509004498,7.020666074183027
1.3877324854964372,5.565643115018072,6.9533756005145095
1.3704589452473297,5.521399730152558,6.891858675399887
24.717123846067675,21.72420052615335,46.441324372221025
24.96657354587828,21.97911026102452,46.9456838069028
23.925944875144594,20.958967329216957,44.884912204361555
23.66914358343114,20.28353521749034,43.952678800921475
23.66440154182003,20.00369235458085,43.668093896400876
23.85126562058845,19.973331853085213,43.82459747367366
23.660331630212713,19.383175648600243,43.04350727881295
23.33045557046294,18.75255549289048,42.083011063353425
23.330118569750205,18.60148677929656,41.93160534904676
23.32844086347717,18.47477033938518,41.80321120286235
23.3253702543122,18.583499780129017,41.90887003444122
0.5780977983025886,3.958006236471724,4.536104034774313
0.5476728487672917,3.658711327088647,4.206384175855939
0.5582328107015277,3.543433111553755,4.1016659222552825
0.5824127307309142,3.51396154294366,4.096374273674574
0.5045532456788709,3.4248906578400677,3.929443903518939
0.5031744471053238,3.3859653844178754,3.8891398315231993
-0.06198227424702189,0.23064909180451199,0.16866681755749008
-0.06195819151854997,0.23055947490163953,0.16860128338308955
-0.06150129711427421,0.22885927463181094,0.16735797751753673
-0.061437567643873564,0.22862212385524838,0.16718455621137482
-0.061719700672053776,0.22967200025146342,0.16795229957940966
-0.060361206005642425,0.22461675558934088,0.16425554958369845
-0.06176905259338965,0.2298556491408979,0.16808659654750824
20.017042743373864,18.707389020614613,38.72443176398848
23.659814050908334,19.381787807694124,43.04160185860246
23.657431358977213,18.74745123019005,42.404882589167265
23.655928037053318,18.229269993685516,41.885198030738835
23.657065312562565,18.05703476923947,41.71410008180203
23.658603643171197,18.147768800597554,41.80637244376875
23.655487673481385,17.621474338423184,41.27696201190457
23.09590288123807,16.88145438961966,39.97735727085773
23.106257727924948,16.85025003933998,39.956507767264924
23.121766639723973,16.870926044748934,39.99269268447291
23.13106167875116,17.139512795138476,40.27057447388964
0.5475355304078914,3.721018345293098,4.26855387570099
0.5166390165747445,3.440158469995892,3.956797486570636
0.5256891286025134,3.3028285329664535,3.828517661568967
0.5378248742800135,3.3282860149161806,3.866110889196194
0.5028622613540451,3.3137670487721773,3.8166293101262223
0.5023001516669237,3.287494978986374,3.7897951306532978
-0.06156851496858907,0.22910940641859448,0.16754089145000542
-0.06162136901665907,0.2293060874589466,0.16768471844228752
-0.06195526653077227,0.23054859040546027,0.168593323874688
-0.06176921528757625,0.22985625455953748,0.16808703927196122
-0.061863958223749314,0.23020881297154588,0.16834485474779656
-0.06131730890162899,0.2281746157560119,0.1668573068543829
-0.0615641256378664,0.22909307279466706,0.16752894715680067
20.01594627128485,18.004267008918838,38.02021328020369
23.65816015871557,18.647440917161518,42.30560107587709
23.656213855283838,18.0008483778202,41.65706223310404
23.653275734579342,17.409984719425978,41.06326045400532
23.653780819629322,17.144943642515482,40.798724462144804
23.654799953060408,17.30575063296939,40.9605505860298
23.652210658462486,16.878303260794183,40.53051391925667
22.962707959748283,16.00834987371833,38.97105783346662
22.988362401051216,16.068688467940675,39.057050868991894
23.012023808068932,16.143693761543364,39.15571756961229
23.034042936890206,16.506015889308443,39.540058826198646
0.5354060017995836,3.63056916395038,4.1659751657499635
0.5043836779291252,3.3597212174990942,3.8641048954282193
0.5178373950322532,3.260109200953673,3.7779465959859264
0.528127528178704,3.259238126976033,3.787365655154737
0.5031907816305461,3.214932849853416,3.7181236314839623
0.5023597806992461,3.1842592057123005,3.6866189864115464
-0.06180741147234665,0.229998390603968,0.16819097913162137
-0.06176527158701124,0.2298415792187477,0.16807630763173648
-0.061512632773026855,0.22890145700299253,0.16738882422996568
-0.06244003327606882,0.23235250952341896,0.16991247624735015
-0.06154711300064016,0.22902976518911225,0.16748265218847208
-0.06072452086051787,0.22596872665267212,0.16524420579215426
-0.06121029275831197,0.22777638615548063,0.16656609339716866
20.014296579254548,17.300383795440126,37.314680374694674
23.655666379642383,17.87701229004218,41.532678669684564
23.65373289277569,17.27217262380864,40.92590551658433
23.65134311191398,16.79914263184224,40.45048574375622
23.65239374529862,16.723806183739363,40.37619992903798
23.653472319072307,16.958894207877275,40.612366526949586
23.65060724605852,16.52414346448148,40.174750710539996
22.858166770217085,15.596764810206063,38.45493158042315
22.90540207801639,15.690197737084768,38.59559981510116
22.93993415841981,15.78266926469412,38.72260342311393
22.96361168587955,16.155506395273736,39.11911808115329
0.5262214175159686,3.5700280234301602,4.096249440946129
0.5035774813030481,3.321722921415637,3.825300402718685
0.5070556468241127,3.1802927050970533,3.687348351921166
0.5124263387517665,3.14538203527504,3.657808374026806
0.5022742825017731,3.160011193811509,3.662285476313282
0.5030400806487723,3.1463138925844745,3.6493539732332465
-0.0626401529552189,0.2330971969807109,0.170457044025492
-0.06165379920152631,0.22942676700291625,0.16777296780138995
-0.06140876478548298,0.22851494235289405,0.16710617756741106
-0.06141797652863617,0.2285492211885041,0.16713124465986792
-0.06208087625449687,0.23101601063083851,0.16893513437634164
-0.06088964632982811,0.22658319328760215,0.16569354695777405
-0.06117991579505274,0.22766334707907765,0.1664834312840249
20.015773953439375,17.192456245923697,37.20823019936307
23.655894079619564,17.851343830864288,41.50723791048385
23.65498062000415,17.27276251592513,40.927743135929276
23.65219667484374,16.813452238489784,40.465648913333524
23.65289258477096,16.778010307116954,40.43090289188791
23.659770728053346,17.06190852106362,40.72167924911697
23.65091392097439,16.576384761722338,40.22729868269673
22.899308752469736,15.685411794055213,38.58472054652495
22.93629016145314,15.77466004400719,38.71095020546033
22.971061712123177,15.876590679421035,38.847652391544216
22.99366978853211,16.228984461304034,39.22265424983614
0.5308741802996153,3.6130147648577213,4.143888945157337
0.5021809724034706,3.346428471465259,3.8486094438687295
0.5122041572537481,3.2483320680366052,3.7605362252903536
0.5283896949436505,3.3031118526501015,3.831501547593752
0.5025665840151223,3.2024497703330397,3.705016354348162
0.5023126466729325,3.184879352056428,3.6871919987293604
-0.0017813920493938858,0.0,-0.0017813920493938858
-0.0007374526407259738,0.0,-0.0007374526407259738
-0.0021515725263061424,0.0,-0.0021515725263061424
-0.0005266083447079117,0.0,-0.0005266083447079117
-0.0015092287820094733,0.0,-0.0015092287820094733
-0.0005645059825937639,0.0,-0.0005645059825937639
-0.0017707189680821317,0.0,-0.0017707189680821317
-0.0006626706361769145,0.0,-0.0006626706361769145
-0.3399740543132358,2.7049640921225917,2.364990037809356
-0.33954895708909827,2.3278212694263596,1.9882723123372612
-0.3394571978453214,2.2940386153745522,1.9545814175292309
-0.3408841772422459,2.2951066288853013,1.9542224516430553
-0.340781523388584,2.4175335015382244,2.0767519781496406
-0.33994805982558196,2.147661508396379,1.807713448570797
-0.6940959294818702,0.45379801493854016,-0.24029791454333
-0.6916001646146667,0.5138531659692328,-0.17774699864543386
-0.6880314527548756,0.5772239616320602,-0.1108074911228154
-0.6858836148148187,0.6236279661174315,-0.0622556486973872
0.010984238385042892,3.9096548914718956,3.9206391298569385
-0.008644143922797727,3.6103555182094054,3.601711374286608
-0.001129462006139938,3.4545265889006536,3.453397126894514
0.008720803807311408,3.4769215246433847,3.485642328450696
-0.008605858811472685,3.4118804296795826,3.40327457086811
-0.008636438545245104,3.4010630939757776,3.3924266554305325
-0.0025117869285797407,0.0,-0.0025117869285797407
-0.001386283199486625,0.0,-0.001386283199486625
-0.0022468826021035913,0.0,-0.0022468826021035913
-0.0012568475146120433,0.0,-0.0012568475146120433
-0.0009761157375055604,0.0,-0.0009761157375055604
-0.0016419350114880312,0.0,-0.0016419350114880312
-0.002225648865566062,0.0,-0.002225648865566062
-0.0010340258030188396,0.0,-0.0010340258030188396
