BUILDING,SURFACE,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly
B1014,srf0,top,0,1,463236.92414155917,15224932.065601213,16,0,0,1,2.0703145973111137,roofs,16,0,463237.8718 15224931.445735043 463237.8718 15224932.6005 463235.96559629455 15224932.6005 463235.8718 15224931.6399
B1014,srf1,top,0,1,463236.96664124867,15224933.582503468,16,0,0,1,3.617120518232696,roofs,16,0,463235.96559629455 15224932.6005 463237.8718 15224932.6005 463237.8718 15224934.6005 463236.1608831872 15224934.6005
B1014,srf2,top,0,1,463237.06417833775,15224935.580324985,16,0,0,1,3.2265467330580577,roofs,16,0,463236.1608831872 15224934.6005 463237.8718 15224934.6005 463237.8718 15224936.6005 463236.35617007985 15224936.6005
B1014,srf3,top,0,1,463237.1616861315,15224937.577546457,16,0,0,1,2.835972947767005,roofs,16,0,463236.35617007985 15224936.6005 463237.8718 15224936.6005 463237.8718 15224938.6005 463236.55145697243 15224938.6005
B1014,srf4,top,0,1,463237.25915059296,15224939.573880367,16,0,0,1,2.445399162475951,roofs,16,0,463236.55145697243 15224938.6005 463237.8718 15224938.6005 463237.8718 15224940.6005 463236.7467438651 15224940.6005
B1014,srf5,top,0,1,463237.3565470129,15224941.568820603,16,0,0,1,2.054825377301313,roofs,16,0,463236.7467438651 15224940.6005 463237.8718 15224940.6005 463237.8718 15224942.6005 463236.9420307577 15224942.6005
B1014,srf6,top,0,1,463237.4538274864,15224943.561385944,16,0,0,1,1.6642515918938443,roofs,16,0,463236.9420307577 15224942.6005 463237.8718 15224942.6005 463237.8718 15224944.6005 463237.13731765037 15224944.6005
B1014,srf7,top,0,1,463237.55088534835,15224945.549391603,16,0,0,1,1.2736778067192063,roofs,16,0,463237.13731765037 15224944.6005 463237.8718 15224944.6005 463237.8718 15224946.6005 463237.332604543 15224946.6005
B1014,srf8,top,0,1,463237.64742523304,15224947.526787698,16,0,0,1,0.8831040213117376,roofs,16,0,463237.332604543 15224946.6005 463237.8718 15224946.6005 463237.8718 15224948.6005 463237.52789143566 15224948.6005
B1014,srf9,top,0,1,463237.74221488106,15224949.468334245,16,0,0,1,0.4925302361370996,roofs,16,0,463237.52789143566 15224948.6005 463237.8718 15224948.6005 463237.8718 15224950.6005 463237.7231783283 15224950.6005
B1014,srf10,top,0,1,463237.82225944276,15224951.107861826,16,0,0,1,0.1131074441647033,roofs,16,0,463237.7231783283 15224950.6005 463237.8718 15224950.6005 463237.8718 15224952.12258548
B1014,srf11,top,0,1,463238.8976504554,15224931.97332147,16,0,0,1,2.503694873312655,roofs,16,0,463239.8718 15224931.251570085 463239.8718 15224932.6005 463237.8718 15224932.6005 463237.8718 15224931.445735043
B1014,srf12,top,0,1,463238.8718,15224933.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224932.6005 463239.8718 15224932.6005 463239.8718 15224934.6005 463237.8718 15224934.6005
B1014,srf13,top,0,1,463238.8718,15224935.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224934.6005 463239.8718 15224934.6005 463239.8718 15224936.6005 463237.8718 15224936.6005
B1014,srf14,top,0,1,463238.8718,15224937.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224936.6005 463239.8718 15224936.6005 463239.8718 15224938.6005 463237.8718 15224938.6005
B1014,srf15,top,0,1,463238.8718,15224939.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224938.6005 463239.8718 15224938.6005 463239.8718 15224940.6005 463237.8718 15224940.6005
B1014,srf16,top,0,1,463238.8718,15224941.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224940.6005 463239.8718 15224940.6005 463239.8718 15224942.6005 463237.8718 15224942.6005
B1014,srf17,top,0,1,463238.8718,15224943.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224942.6005 463239.8718 15224942.6005 463239.8718 15224944.6005 463237.8718 15224944.6005
B1014,srf18,top,0,1,463238.8718,15224945.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224944.6005 463239.8718 15224944.6005 463239.8718 15224946.6005 463237.8718 15224946.6005
B1014,srf19,top,0,1,463238.8718,15224947.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224946.6005 463239.8718 15224946.6005 463239.8718 15224948.6005 463237.8718 15224948.6005
B1014,srf20,top,0,1,463238.8718,15224949.6005,16,0,0,1,4,roofs,16,0,463237.8718 15224948.6005 463239.8718 15224948.6005 463239.8718 15224950.6005 463237.8718 15224950.6005
B1014,srf21,top,0,1,463238.8745520568,15224951.598149803,16,0,0,1,3.9888490067096423,roofs,16,0,463237.8718 15224950.6005 463239.8718 15224950.6005 463239.8718 15224952.6005 463237.91846522095 15224952.6005 463237.8718 15224952.12258548
