Date,roofs_top_kW,walls_east_kW,walls_north_kW,walls_south_kW,walls_west_kW,windows_east_kW,windows_north_kW,windows_south_kW,windows_west_kW,roofs_top_m2,walls_east_m2,walls_north_m2,walls_south_m2,walls_west_m2,windows_east_m2,windows_north_m2,windows_south_m2,windows_west_m2
2009/1/1 0:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 1:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 2:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 3:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 4:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 5:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 6:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 7:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 8:00:00,3.078,0.622,0.256,0.251,0.386,0.46900000000000003,0.193,0.189,0.291,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 9:00:00,56.155,23.689,3.702,6.588,6.164,17.604,2.793,4.977,4.65,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 10:00:00,102.438,31.579,6.8950000000000005,11.407,11.096,24.093,5.2010000000000005,8.554,8.371,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 11:00:00,88.252,20.296,8.402000000000001,8.258000000000001,14.262,15.311,6.338,6.23,10.759,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 12:00:00,142.756,26.039,9.171,17.438,14.574,19.644000000000002,6.918,11.073,10.994,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 13:00:00,119.729,19.605,8.288,13.458,18.414,14.789,6.252,9.19,13.891,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 14:00:00,86.68,15.104000000000001,6.417,11.311,16.076,11.395,4.841,6.7090000000000005,11.817,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 15:00:00,43.857,7.211,3.198,4.312,4.869,5.44,2.412,3.22,3.326,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 16:00:00,1.539,0.311,0.128,0.125,0.193,0.23500000000000001,0.097,0.095,0.146,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 17:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 18:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 19:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 20:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 21:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 22:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/1 23:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 0:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 1:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 2:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 3:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 4:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 5:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 6:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
2009/1/2 7:00:00,0,0,0,0,0,0,0,0,0,781.844,304.575,187.619,187.685,304.58,229.767,141.537,141.587,229.77100000000002
