Date,roofs_top_kW,walls_east_kW,walls_north_kW,walls_south_kW,walls_west_kW,windows_east_kW,windows_north_kW,windows_south_kW,windows_west_kW,roofs_top_m2,walls_east_m2,walls_north_m2,walls_south_m2,walls_west_m2,windows_east_m2,windows_north_m2,windows_south_m2,windows_west_m2
2009/1/1 0:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 1:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 2:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 3:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 4:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 5:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 6:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 7:00:00,0,0,0,0,0,0,0,0,0,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 8:00:00,3.443,0.391,0.137,0.15,0.23700000000000002,0.10400000000000001,0.036000000000000004,0.04,0.063,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 9:00:00,56.959,13.075000000000001,2.455,2.178,3.928,2.769,0.653,0.579,1.044,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 10:00:00,111.633,17.873,4.191,4.07,7.027,4.872,1.114,1.082,1.868,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 11:00:00,155.641,20.885,5.2940000000000005,7.961,8.842,6.229,1.407,1.326,2.35,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 12:00:00,160.304,15.192,5.4590000000000005,10.02,9.133000000000001,4.172,1.451,3.9570000000000003,2.428,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 13:00:00,132.47,12.158,4.679,7.716,7.913,3.232,1.244,2.775,2.132,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 14:00:00,87.589,9.357,3.488,3.6910000000000003,5.889,2.487,0.927,0.979,1.565,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
2009/1/1 15:00:00,34.791000000000004,4.283,1.675,1.7650000000000001,2.753,1.139,0.445,0.46900000000000003,0.732,938.785,208.691,101.069,101.07000000000001,208.691,55.475,26.866,26.867,55.475
