BUILDING,SURFACE,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly
B1008,srf0,top,0,1,463170.8838272654,15224966.143872406,16,0,-0,1,1.6908607143322663,roofs,9,0,463171.825 15224965.613849666 463171.825 15224966.5795 463169.90493015817 15224966.5795 463169.825 15224965.8241
B1008,srf1,top,0,1,463170.9168423988,15224967.560059236,16,0,-0,1,3.6285162839340046,roofs,9,0,463169.90493015817 15224966.5795 463171.825 15224966.5795 463171.825 15224968.5795 463170.116553558 15224968.5795
B1008,srf2,top,0,1,463171.0225182842,15224969.557492137,16,0,-0,1,3.205269484198652,roofs,9,0,463170.116553558 15224968.5795 463171.825 15224968.5795 463171.825 15224970.5795 463170.32817695785 15224970.5795
B1008,srf3,top,0,1,463171.128152845,15224971.554143941,16,0,-0,1,2.7820226844633,roofs,9,0,463170.32817695785 15224970.5795 463171.825 15224970.5795 463171.825 15224972.5795 463170.53980035766 15224972.5795
B1008,srf4,top,0,1,463171.23372383585,15224973.549594179,16,0,-0,1,2.3587758848443627,roofs,9,0,463170.53980035766 15224972.5795 463171.825 15224972.5795 463171.825 15224974.5795 463170.7514237575 15224974.5795
B1008,srf5,top,0,1,463171.3391895538,15224975.5430546,16,0,-0,1,1.9355290851090103,roofs,9,0,463170.7514237575 15224974.5795 463171.825 15224974.5795 463171.825 15224976.5795 463170.9630471574 15224976.5795
B1008,srf6,top,0,1,463171.4444616099,15224977.532854522,16,0,-0,1,1.5122822854900733,roofs,9,0,463170.9630471574 15224976.5795 463171.825 15224976.5795 463171.825 15224978.5795 463171.1746705572 15224978.5795
B1008,srf7,top,0,1,463171.5493142075,15224979.514726048,16,0,-0,1,1.0890354857547209,roofs,9,0,463171.1746705572 15224978.5795 463171.825 15224978.5795 463171.825 15224980.5795 463171.38629395707 15224980.5795
B1008,srf8,top,0,1,463171.65294738836,15224981.473548766,16,0,-0,1,0.6657886860193685,roofs,9,0,463171.38629395707 15224980.5795 463171.825 15224980.5795 463171.825 15224982.5795 463171.5979173569 15224982.5795
B1008,srf9,top,0,1,463171.7489773362,15224983.288658965,16,0,-0,1,0.2425418864004314,roofs,9,0,463171.5979173569 15224982.5795 463171.825 15224982.5795 463171.825 15224984.5795 463171.80954075675 15224984.5795
