Date,roofs_top_kW,walls_east_kW,walls_north_kW,walls_south_kW,walls_west_kW,windows_east_kW,windows_north_kW,windows_south_kW,windows_west_kW,roofs_top_m2,walls_east_m2,walls_north_m2,walls_south_m2,walls_west_m2,windows_east_m2,windows_north_m2,windows_south_m2,windows_west_m2
2009/1/1 0:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 1:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 2:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 3:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 4:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 5:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 6:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 7:00:00,0,0,0,0,0,0,0,0,0,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 8:00:00,4.92,0.157,0.281,0.20600000000000002,0.114,0.042,0.075,0.055,0.03,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 9:00:00,66.378,2.259,4.218,2.991,2.032,0.601,1.121,0.795,0.54,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 10:00:00,145.703,4.223,7.742,6.663,3.5100000000000002,1.123,2.058,2.673,0.933,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 11:00:00,203.305,9.922,9.569,15.631,4.429,3,2.544,1.829,1.177,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 12:00:00,207.808,6.787,10.325000000000001,11.645,4.531,1.804,2.745,1.983,1.204,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
2009/1/1 13:00:00,170.62800000000001,5.0280000000000005,9.054,6.618,4.38,1.337,2.407,1.7590000000000001,1.029,1298.425,97.093,141.53,141.532,97.09400000000001,25.809,37.622,37.622,25.810000000000002
