Date,roofs_top_kW,walls_east_kW,walls_north_kW,walls_south_kW,walls_west_kW,windows_east_kW,windows_north_kW,windows_south_kW,windows_west_kW,roofs_top_m2,walls_east_m2,walls_north_m2,walls_south_m2,walls_west_m2,windows_east_m2,windows_north_m2,windows_south_m2,windows_west_m2
2009/1/1 0:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 1:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 2:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 3:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 4:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 5:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 6:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 7:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 8:00:00,1.973,0.425,0.583,0.682,0.328,0.157,0.216,0.252,0.121,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 9:00:00,36.031,22.656,8.729000000000001,37.314,4.864,8.38,3.229,13.801,1.799,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 10:00:00,65.699,23.878,15.901,51.525,8.863,8.831,5.881,19.057000000000002,3.278,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 11:00:00,89.35900000000001,25.274,19.428,80.289,10.724,9.348,7.186,29.696,3.966,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 12:00:00,91.532,16.969,20.814,73.014,11.554,6.276,7.698,27.005,4.273,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 13:00:00,76.76,13.088000000000001,18.171,57.569,14.007,4.841,6.721,21.293,5.181,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 14:00:00,46.698,10.089,13.968,24.657,7.839,3.731,5.166,6.7330000000000005,2.899,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 15:00:00,21.673000000000002,4.625,6.441,9.169,10.725,1.711,2.382,2.806,4.559,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 16:00:00,0.987,0.212,0.291,0.341,0.164,0.079,0.108,0.126,0.061,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 17:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 18:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 19:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 20:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 21:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 22:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/1 23:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 0:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 1:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 2:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 3:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 4:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 5:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 6:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
2009/1/2 7:00:00,0,0,0,0,0,0,0,0,0,502.172,187.893,320.361,320.351,188.014,69.495,118.49000000000001,118.486,69.539
