BUILDING,SURFACE,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly
B1006,srf0,top,0,1,463151.5638540532,15224837.05284589,16,0,-0,1,1.4795403106297829,roofs,6,0,463152.50940000004 15224836.590417435 463152.50940000004 15224837.4317 463150.5699963356 15224837.4317 463150.50940000004 15224836.773500001
B1006,srf1,top,0,1,463151.58496534557,15224838.41508806,16,0,-0,1,3.69467990368139,roofs,6,0,463150.5699963356 15224837.4317 463152.50940000004 15224837.4317 463152.50940000004 15224839.4317 463150.7541237608 15224839.4317
B1006,srf2,top,0,1,463151.67694440373,15224840.41324902,16,0,-0,1,3.3264250532956794,roofs,6,0,463150.7541237608 15224839.4317 463152.50940000004 15224839.4317 463152.50940000004 15224841.4317 463150.93825118593 15224841.4317
B1006,srf3,top,0,1,463151.7689023851,15224842.410952104,16,0,-0,1,2.958170203026384,roofs,6,0,463150.93825118593 15224841.4317 463152.50940000004 15224841.4317 463152.50940000004 15224843.4317 463151.1223786111 15224843.4317
B1006,srf4,top,0,1,463151.86083029903,15224844.408002002,16,0,-0,1,2.5899153527570893,roofs,6,0,463151.1223786111 15224843.4317 463152.50940000004 15224843.4317 463152.50940000004 15224845.4317 463151.30650603626 15224845.4317
B1006,srf5,top,0,1,463151.9527131939,15224846.404073903,16,0,-0,1,2.2216605023713782,roofs,6,0,463151.30650603626 15224845.4317 463152.50940000004 15224845.4317 463152.50940000004 15224847.4317 463151.4906334614 15224847.4317
B1006,srf6,top,0,1,463152.0445242351,15224848.39858485,16,0,-0,1,1.853405652102083,roofs,6,0,463151.4906334614 15224847.4317 463152.50940000004 15224847.4317 463152.50940000004 15224849.4317 463151.6747608866 15224849.4317
B1006,srf7,top,0,1,463152.13620997267,15224850.390373686,16,0,-0,1,1.4851508018327877,roofs,6,0,463151.6747608866 15224849.4317 463152.50940000004 15224849.4317 463152.50940000004 15224851.4317 463151.8588883117 15224851.4317
B1006,srf8,top,0,1,463152.2276464638,15224852.376747873,16,0,-0,1,1.116895951447077,roofs,6,0,463151.8588883117 15224851.4317 463152.50940000004 15224851.4317 463152.50940000004 15224853.4317 463152.0430157369 15224853.4317
B1006,srf9,top,0,1,463152.31846589723,15224854.349717047,16,0,-0,1,0.7486411010613665,roofs,6,0,463152.0430157369 15224853.4317 463152.50940000004 15224853.4317 463152.50940000004 15224855.4317 463152.22714316205 15224855.4317
B1006,srf10,top,0,1,463152.3561921086,15224855.454468293,16,0,-0,1,0.01245483501849699,roofs,6,0,463152.50940000004 15224855.4317 463152.50940000004 15224855.463442978 463152.23240000004 15224855.4888 463152.22714316205 15224855.4317
B1006,srf11,top,0,1,463153.5421111713,15224836.963790866,16,0,-0,1,1.86564769406451,roofs,6,0,463154.50940000004 15224836.407334872 463154.50940000004 15224837.4317 463152.50940000004 15224837.4317 463152.50940000004 15224836.590417435
B1006,srf12,top,0,1,463153.50940000004,15224838.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224837.4317 463154.50940000004 15224837.4317 463154.50940000004 15224839.4317 463152.50940000004 15224839.4317
B1006,srf13,top,0,1,463153.50940000004,15224840.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224839.4317 463154.50940000004 15224839.4317 463154.50940000004 15224841.4317 463152.50940000004 15224841.4317
B1006,srf14,top,0,1,463153.50940000004,15224842.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224841.4317 463154.50940000004 15224841.4317 463154.50940000004 15224843.4317 463152.50940000004 15224843.4317
B1006,srf15,top,0,1,463153.50940000004,15224844.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224843.4317 463154.50940000004 15224843.4317 463154.50940000004 15224845.4317 463152.50940000004 15224845.4317
B1006,srf16,top,0,1,463153.50940000004,15224846.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224845.4317 463154.50940000004 15224845.4317 463154.50940000004 15224847.4317 463152.50940000004 15224847.4317
B1006,srf17,top,0,1,463153.50940000004,15224848.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224847.4317 463154.50940000004 15224847.4317 463154.50940000004 15224849.4317 463152.50940000004 15224849.4317
B1006,srf18,top,0,1,463153.50940000004,15224850.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224849.4317 463154.50940000004 15224849.4317 463154.50940000004 15224851.4317 463152.50940000004 15224851.4317
B1006,srf19,top,0,1,463153.50940000004,15224852.4317,16,0,-0,1,4,roofs,6,0,463152.50940000004 15224851.4317 463154.50940000004 15224851.4317 463154.50940000004 15224853.4317 463152.50940000004 15224853.4317
B1006,srf20,top,0,1,463153.494906649,15224854.401043743,16,0,-0,1,3.8748991632601246,roofs,6,0,463152.50940000004 15224855.4317 463152.50940000004 15224853.4317 463154.50940000004 15224853.4317 463154.50940000004 15224855.280359786 463152.85616015043 15224855.4317
B1006,srf21,top,0,1,463152.62498671684,15224855.442280993,16,0,-0,1,0.005503599736292186,roofs,6,0,463152.50940000004 15224855.4317 463152.85616015043 15224855.4317 463152.50940000004 15224855.463442978
B1006,srf22,top,0,1,463155.53674437286,15224836.872495225,16,0,-0,1,2.231812823514074,roofs,6,0,463156.50940000004 15224836.224252306 463156.50940000004 15224837.4317 463154.50940000004 15224837.4317 463154.50940000004 15224836.407334872
B1006,srf23,top,0,1,463155.50940000004,15224838.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224837.4317 463156.50940000004 15224837.4317 463156.50940000004 15224839.4317 463154.50940000004 15224839.4317
B1006,srf24,top,0,1,463155.50940000004,15224840.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224839.4317 463156.50940000004 15224839.4317 463156.50940000004 15224841.4317 463154.50940000004 15224841.4317
B1006,srf25,top,0,1,463155.50940000004,15224842.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224841.4317 463156.50940000004 15224841.4317 463156.50940000004 15224843.4317 463154.50940000004 15224843.4317
B1006,srf26,top,0,1,463155.50940000004,15224844.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224843.4317 463156.50940000004 15224843.4317 463156.50940000004 15224845.4317 463154.50940000004 15224845.4317
B1006,srf27,top,0,1,463155.50940000004,15224846.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224845.4317 463156.50940000004 15224845.4317 463156.50940000004 15224847.4317 463154.50940000004 15224847.4317
B1006,srf28,top,0,1,463155.50940000004,15224848.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224847.4317 463156.50940000004 15224847.4317 463156.50940000004 15224849.4317 463154.50940000004 15224849.4317
B1006,srf29,top,0,1,463155.50940000004,15224850.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224849.4317 463156.50940000004 15224849.4317 463156.50940000004 15224851.4317 463154.50940000004 15224851.4317
B1006,srf30,top,0,1,463155.50940000004,15224852.4317,16,0,-0,1,4,roofs,6,0,463154.50940000004 15224851.4317 463156.50940000004 15224851.4317 463156.50940000004 15224853.4317 463154.50940000004 15224853.4317
B1006,srf31,top,0,1,463155.4920341417,15224854.311053945,16,0,-0,1,3.5142363775530714,roofs,6,0,463154.50940000004 15224853.4317 463156.50940000004 15224853.4317 463156.50940000004 15224855.097276593 463154.50940000004 15224855.280359786
