BUILDING,SURFACE,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly
B1007,srf0,top,0,1,463131.1954380669,15224992.063676529,16,-0,0,1,0.9843754862521711,roofs,7,0,463131.5946 15224990.967629587 463131.5946 15224992.6117 463130.39711420075 15224992.6117
B1007,srf1,top,0,1,463130.7629517067,15224993.162087575,16,-0,0,1,1.596087441019649,roofs,7,0,463130.39711420075 15224992.6117 463131.5946 15224992.6117 463131.5946 15224993.548092514 463129.5946 15224993.7135
B1007,srf2,top,0,1,463133.49992672243,15224988.481719725,16,-0,0,1,0.055375464355403824,roofs,7,0,463133.5946 15224988.221759172 463133.5946 15224988.6117 463133.31058016734 15224988.6117
B1007,srf3,top,0,1,463133.0010690082,15224989.851518363,16,-0,0,1,2.0247726485831667,roofs,7,0,463133.31058016734 15224988.6117 463133.5946 15224988.6117 463133.5946 15224990.6117 463131.85384718404 15224990.6117
B1007,srf4,top,0,1,463132.6052604399,15224991.621984383,16,-0,0,1,3.9538631284376606,roofs,7,0,463131.85384718404 15224990.6117 463133.5946 15224990.6117 463133.5946 15224992.6117 463131.5946 15224992.6117 463131.5946 15224990.967629587
B1007,srf5,top,0,1,463132.56230730115,15224993.039879749,16,-0,0,1,1.7073775417975419,roofs,7,0,463131.5946 15224992.6117 463133.5946 15224992.6117 463133.5946 15224993.382685028 463131.5946 15224993.548092514
B1007,srf6,top,0,1,463135.3188377169,15224986.233096253,16,-0,0,1,0.4698208517210031,roofs,7,0,463135.5946 15224985.475888759 463135.5946 15224986.6117 463134.76731315063 15224986.6117
B1007,srf7,top,0,1,463134.78276789904,15224987.754831467,16,-0,0,1,3.055931217968464,roofs,7,0,463134.76731315063 15224986.6117 463135.5946 15224986.6117 463135.5946 15224988.6117 463133.5946 15224988.6117 463133.5946 15224988.221759172
B1007,srf8,top,0,1,463134.5946,15224989.6117,16,-0,0,1,4,roofs,7,0,463133.5946 15224988.6117 463135.5946 15224988.6117 463135.5946 15224990.6117 463133.5946 15224990.6117
B1007,srf9,top,0,1,463134.5946,15224991.6117,16,-0,0,1,4,roofs,7,0,463133.5946 15224990.6117 463135.5946 15224990.6117 463135.5946 15224992.6117 463133.5946 15224992.6117
B1007,srf10,top,0,1,463134.5545467326,15224992.95749692,16,-0,0,1,1.3765625692682597,roofs,7,0,463133.5946 15224992.6117 463135.5946 15224992.6117 463135.5946 15224993.217277542 463133.5946 15224993.382685028
