BUILDING,SURFACE,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly
B1011,srf0,top,0,1,463134.462638728,15225007.455975395,16,0,-0,1,0.3158517912706056,roofs,13,0,463135.2797 15225007.298524667 463135.2797 15225007.542900002 463133.2859355627 15225007.542900002 463133.2797 15225007.4712
B1011,srf1,top,0,1,463134.3256403965,15225008.52769695,16,0,-0,1,3.8135940743377432,roofs,13,0,463133.2859355627 15225007.542900002 463135.2797 15225007.542900002 463135.2797 15225009.542900002 463133.45987036306 15225009.542900002
B1011,srf2,top,0,1,463134.41254144075,15225010.526170954,16,0,-0,1,3.465724473586306,roofs,13,0,463133.45987036306 15225009.542900002 463135.2797 15225009.542900002 463135.2797 15225011.542900002 463133.6338051634 15225011.542900002
B1011,srf3,top,0,1,463134.4994276779,15225012.524304438,16,0,-0,1,3.117854872951284,roofs,13,0,463133.6338051634 15225011.542900002 463135.2797 15225011.542900002 463135.2797 15225013.542900002 463133.8077399637 15225013.542900002
B1011,srf4,top,0,1,463134.58629352925,15225014.521969108,16,0,-0,1,2.769985272199847,roofs,13,0,463133.8077399637 15225013.542900002 463135.2797 15225013.542900002 463135.2797 15225015.542900002 463133.9816747641 15225015.542900002
B1011,srf5,top,0,1,463134.6731302113,15225016.518962966,16,0,-0,1,2.422115671564825,roofs,13,0,463133.9816747641 15225015.542900002 463135.2797 15225015.542900002 463135.2797 15225017.542900002 463134.1556095644 15225017.542900002
B1011,srf6,top,0,1,463134.7599230481,15225018.514948511,16,0,-0,1,2.074246070929803,roofs,13,0,463134.1556095644 15225017.542900002 463135.2797 15225017.542900002 463135.2797 15225019.542900002 463134.3295443647 15225019.542900002
B1011,srf7,top,0,1,463134.8466455349,15225020.50931621,16,0,-0,1,1.7263764702947813,roofs,13,0,463134.3295443647 15225019.542900002 463135.2797 15225019.542900002 463135.2797 15225021.542900002 463134.503479165 15225021.542900002
B1011,srf8,top,0,1,463134.9332444128,15225022.500841258,16,0,-0,1,1.378506869659759,roofs,13,0,463134.503479165 15225021.542900002 463135.2797 15225021.542900002 463135.2797 15225023.542900002 463134.6774139654 15225023.542900002
B1011,srf9,top,0,1,463135.01959451707,15225024.486645227,16,0,-0,1,1.0306372689083219,roofs,13,0,463134.6774139654 15225023.542900002 463135.2797 15225023.542900002 463135.2797 15225025.542900002 463134.8513487657 15225025.542900002
B1011,srf10,top,0,1,463135.10531559767,15225026.457983464,16,0,-0,1,0.6827676682732999,roofs,13,0,463134.8513487657 15225025.542900002 463135.2797 15225025.542900002 463135.2797 15225027.542900002 463135.02528356604 15225027.542900002
B1011,srf11,top,0,1,463135.1884474923,15225028.369777871,16,0,-0,1,0.3348980675218627,roofs,13,0,463135.02528356604 15225027.542900002 463135.2797 15225027.542900002 463135.2797 15225029.542900002 463135.1992183664 15225029.542900002
B1011,srf12,top,0,1,463135.2528727888,15225029.85137434,16,0,-0,1,0.03723977805329833,roofs,13,0,463135.1992183664 15225029.542900002 463135.2797 15225029.542900002 463135.2797 15225030.468323017
B1011,srf13,top,0,1,463136.36672174506,15225007.373786872,16,0,-0,1,0.6614260058761394,roofs,13,0,463137.2797 15225007.12584933 463137.2797 15225007.542900002 463135.2797 15225007.542900002 463135.2797 15225007.298524667
B1011,srf14,top,0,1,463136.2797,15225008.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225007.542900002 463137.2797 15225007.542900002 463137.2797 15225009.542900002 463135.2797 15225009.542900002
B1011,srf15,top,0,1,463136.2797,15225010.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225009.542900002 463137.2797 15225009.542900002 463137.2797 15225011.542900002 463135.2797 15225011.542900002
B1011,srf16,top,0,1,463136.2797,15225012.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225011.542900002 463137.2797 15225011.542900002 463137.2797 15225013.542900002 463135.2797 15225013.542900002
B1011,srf17,top,0,1,463136.2797,15225014.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225013.542900002 463137.2797 15225013.542900002 463137.2797 15225015.542900002 463135.2797 15225015.542900002
B1011,srf18,top,0,1,463136.2797,15225016.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225015.542900002 463137.2797 15225015.542900002 463137.2797 15225017.542900002 463135.2797 15225017.542900002
B1011,srf19,top,0,1,463136.2797,15225018.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225017.542900002 463137.2797 15225017.542900002 463137.2797 15225019.542900002 463135.2797 15225019.542900002
B1011,srf20,top,0,1,463136.2797,15225020.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225019.542900002 463137.2797 15225019.542900002 463137.2797 15225021.542900002 463135.2797 15225021.542900002
B1011,srf21,top,0,1,463136.2797,15225022.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225021.542900002 463137.2797 15225021.542900002 463137.2797 15225023.542900002 463135.2797 15225023.542900002
B1011,srf22,top,0,1,463136.2797,15225024.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225023.542900002 463137.2797 15225023.542900002 463137.2797 15225025.542900002 463135.2797 15225025.542900002
B1011,srf23,top,0,1,463136.2797,15225026.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225025.542900002 463137.2797 15225025.542900002 463137.2797 15225027.542900002 463135.2797 15225027.542900002
B1011,srf24,top,0,1,463136.2797,15225028.542900002,16,0,-0,1,4,roofs,13,0,463135.2797 15225027.542900002 463137.2797 15225027.542900002 463137.2797 15225029.542900002 463135.2797 15225029.542900002
B1011,srf25,top,0,1,463136.2522971798,15225030.055933414,16,0,-0,1,2.047346759857786,roofs,13,0,463135.2797 15225029.542900002 463137.2797 15225029.542900002 463137.2797 15225030.48094776 463135.2957 15225030.6523 463135.2797 15225030.468323017
B1011,srf26,top,0,1,463138.33687101526,15225007.288737826,16,0,-0,1,1.006776675578085,roofs,13,0,463139.2797 15225006.953173997 463139.2797 15225007.542900002 463137.2797 15225007.542900002 463137.2797 15225007.12584933
