SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1014,top,0,1,463236.92,15224932.07,16.00,0.00,0.00,1,2.07,roofs,16,0,463237.8718 15224931.445735043 463237.8718 15224932.6005 463235.96559629455 15224932.6005 463235.8718 15224931.6399,1114846.62,0.00,15.33,1.82,0.00,1.10,5,6,10,roofs_top,srf0
srf1,B1014,top,0,1,463236.97,15224933.58,16.00,0.00,0.00,1,3.62,roofs,16,0,463235.96559629455 15224932.6005 463237.8718 15224932.6005 463237.8718 15224934.6005 463236.1608831872 15224934.6005,1114846.62,0.00,15.33,1.82,0.00,1.93,5,6,10,roofs_top,srf1
srf2,B1014,top,0,1,463237.06,15224935.58,16.00,0.00,0.00,1,3.23,roofs,16,0,463236.1608831872 15224934.6005 463237.8718 15224934.6005 463237.8718 15224936.6005 463236.35617007985 15224936.6005,1114846.62,0.00,15.33,1.82,0.00,1.72,5,6,10,roofs_top,srf2
srf3,B1014,top,0,1,463237.16,15224937.58,16.00,0.00,0.00,1,2.84,roofs,16,0,463236.35617007985 15224936.6005 463237.8718 15224936.6005 463237.8718 15224938.6005 463236.55145697243 15224938.6005,1114846.62,0.00,15.33,1.82,0.00,1.51,5,6,10,roofs_top,srf3
srf4,B1014,top,0,1,463237.26,15224939.57,16.00,0.00,0.00,1,2.45,roofs,16,0,463236.55145697243 15224938.6005 463237.8718 15224938.6005 463237.8718 15224940.6005 463236.7467438651 15224940.6005,1114846.62,0.00,15.33,1.82,0.00,1.30,5,6,10,roofs_top,srf4
srf5,B1014,top,0,1,463237.36,15224941.57,16.00,0.00,0.00,1,2.05,roofs,16,0,463236.7467438651 15224940.6005 463237.8718 15224940.6005 463237.8718 15224942.6005 463236.9420307577 15224942.6005,1114846.62,0.00,15.33,1.82,0.00,1.10,5,6,10,roofs_top,srf5
srf6,B1014,top,0,1,463237.45,15224943.56,16.00,0.00,0.00,1,1.66,roofs,16,0,463236.9420307577 15224942.6005 463237.8718 15224942.6005 463237.8718 15224944.6005 463237.13731765037 15224944.6005,1114846.62,0.00,15.33,1.82,0.00,0.89,5,6,10,roofs_top,srf6
srf7,B1014,top,0,1,463237.55,15224945.55,16.00,0.00,0.00,1,1.27,roofs,16,0,463237.13731765037 15224944.6005 463237.8718 15224944.6005 463237.8718 15224946.6005 463237.332604543 15224946.6005,1114846.62,0.00,15.33,1.82,0.00,0.68,5,6,10,roofs_top,srf7
srf8,B1014,top,0,1,463237.65,15224947.53,16.00,0.00,0.00,1,0.88,roofs,16,0,463237.332604543 15224946.6005 463237.8718 15224946.6005 463237.8718 15224948.6005 463237.52789143566 15224948.6005,1114846.62,0.00,15.33,1.82,0.00,0.47,5,6,10,roofs_top,srf8
srf9,B1014,top,0,1,463237.74,15224949.47,16.00,0.00,0.00,1,0.49,roofs,16,0,463237.52789143566 15224948.6005 463237.8718 15224948.6005 463237.8718 15224950.6005 463237.7231783283 15224950.6005,1114958.75,0.00,15.33,1.82,0.00,0.26,5,6,10,roofs_top,srf9
srf10,B1014,top,0,1,463237.82,15224951.11,16.00,0.00,0.00,1,0.11,roofs,16,0,463237.7231783283 15224950.6005 463237.8718 15224950.6005 463237.8718 15224952.12258548,1114958.75,0.00,15.33,1.82,0.00,0.06,5,6,10,roofs_top,srf10
