SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1011,top,0,1,463134.46,15225007.46,16.00,0.00,-0.00,1,0.32,roofs,13,0,463135.2797 15225007.298524667 463135.2797 15225007.542900002 463133.2859355627 15225007.542900002 463133.2797 15225007.4712,1098847.88,0.00,15.33,1.82,0.00,0.17,5,6,10,roofs_top,srf0
srf1,B1011,top,0,1,463134.33,15225008.53,16.00,0.00,-0.00,1,3.81,roofs,13,0,463133.2859355627 15225007.542900002 463135.2797 15225007.542900002 463135.2797 15225009.542900002 463133.45987036306 15225009.542900002,1098483.00,0.00,15.33,1.82,0.00,2.03,5,6,10,roofs_top,srf1
srf2,B1011,top,0,1,463134.41,15225010.53,16.00,0.00,-0.00,1,3.47,roofs,13,0,463133.45987036306 15225009.542900002 463135.2797 15225009.542900002 463135.2797 15225011.542900002 463133.6338051634 15225011.542900002,1098630.75,0.00,15.33,1.82,0.00,1.85,5,6,10,roofs_top,srf2
srf3,B1011,top,0,1,463134.50,15225012.52,16.00,0.00,-0.00,1,3.12,roofs,13,0,463133.6338051634 15225011.542900002 463135.2797 15225011.542900002 463135.2797 15225013.542900002 463133.8077399637 15225013.542900002,1099397.00,0.00,15.33,1.82,0.00,1.66,5,6,10,roofs_top,srf3
srf4,B1011,top,0,1,463134.59,15225014.52,16.00,0.00,-0.00,1,2.77,roofs,13,0,463133.8077399637 15225013.542900002 463135.2797 15225013.542900002 463135.2797 15225015.542900002 463133.9816747641 15225015.542900002,1093443.00,0.00,15.33,1.82,0.00,1.48,5,6,10,roofs_top,srf4
srf5,B1011,top,0,1,463134.67,15225016.52,16.00,0.00,-0.00,1,2.42,roofs,13,0,463133.9816747641 15225015.542900002 463135.2797 15225015.542900002 463135.2797 15225017.542900002 463134.1556095644 15225017.542900002,1086974.12,0.00,15.33,1.82,0.00,1.29,5,6,10,roofs_top,srf5
srf6,B1011,top,0,1,463134.76,15225018.51,16.00,0.00,-0.00,1,2.07,roofs,13,0,463134.1556095644 15225017.542900002 463135.2797 15225017.542900002 463135.2797 15225019.542900002 463134.3295443647 15225019.542900002,1073388.50,0.00,15.33,1.82,0.00,1.11,5,6,10,roofs_top,srf6
srf7,B1011,top,0,1,463134.85,15225020.51,16.00,0.00,-0.00,1,1.73,roofs,13,0,463134.3295443647 15225019.542900002 463135.2797 15225019.542900002 463135.2797 15225021.542900002 463134.503479165 15225021.542900002,1058105.38,0.00,15.33,1.82,0.00,0.92,5,6,10,roofs_top,srf7
srf8,B1011,top,0,1,463134.93,15225022.50,16.00,0.00,-0.00,1,1.38,roofs,13,0,463134.503479165 15225021.542900002 463135.2797 15225021.542900002 463135.2797 15225023.542900002 463134.6774139654 15225023.542900002,1053629.50,0.00,15.33,1.82,0.00,0.73,5,6,10,roofs_top,srf8
srf9,B1011,top,0,1,463135.02,15225024.49,16.00,0.00,-0.00,1,1.03,roofs,13,0,463134.6774139654 15225023.542900002 463135.2797 15225023.542900002 463135.2797 15225025.542900002 463134.8513487657 15225025.542900002,1044495.25,0.00,15.33,1.82,0.00,0.55,5,6,10,roofs_top,srf9
srf10,B1011,top,0,1,463135.11,15225026.46,16.00,0.00,-0.00,1,0.68,roofs,13,0,463134.8513487657 15225025.542900002 463135.2797 15225025.542900002 463135.2797 15225027.542900002 463135.02528356604 15225027.542900002,1041373.31,0.00,15.33,1.82,0.00,0.36,5,6,10,roofs_top,srf10
srf11,B1011,top,0,1,463135.19,15225028.37,16.00,0.00,-0.00,1,0.33,roofs,13,0,463135.02528356604 15225027.542900002 463135.2797 15225027.542900002 463135.2797 15225029.542900002 463135.1992183664 15225029.542900002,1035360.31,0.00,15.33,1.82,0.00,0.18,5,6,10,roofs_top,srf11
srf12,B1011,top,0,1,463135.25,15225029.85,16.00,0.00,-0.00,1,0.04,roofs,13,0,463135.1992183664 15225029.542900002 463135.2797 15225029.542900002 463135.2797 15225030.468323017,1035206.12,0.00,15.33,1.82,0.00,0.02,5,6,10,roofs_top,srf12
srf13,B1011,top,0,1,463136.37,15225007.37,16.00,0.00,-0.00,1,0.66,roofs,13,0,463137.2797 15225007.12584933 463137.2797 15225007.542900002 463135.2797 15225007.542900002 463135.2797 15225007.298524667,1100510.00,0.00,15.33,1.82,0.00,0.35,5,6,10,roofs_top,srf13
srf14,B1011,top,0,1,463136.28,15225008.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225007.542900002 463137.2797 15225007.542900002 463137.2797 15225009.542900002 463135.2797 15225009.542900002,1098995.50,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf14
srf15,B1011,top,0,1,463136.28,15225010.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225009.542900002 463137.2797 15225009.542900002 463137.2797 15225011.542900002 463135.2797 15225011.542900002,1098995.50,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf15
srf16,B1011,top,0,1,463136.28,15225012.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225011.542900002 463137.2797 15225011.542900002 463137.2797 15225013.542900002 463135.2797 15225013.542900002,1099761.75,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf16
srf17,B1011,top,0,1,463136.28,15225014.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225013.542900002 463137.2797 15225013.542900002 463137.2797 15225015.542900002 463135.2797 15225015.542900002,1093808.00,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf17
srf18,B1011,top,0,1,463136.28,15225016.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225015.542900002 463137.2797 15225015.542900002 463137.2797 15225017.542900002 463135.2797 15225017.542900002,1084264.75,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf18
srf19,B1011,top,0,1,463136.28,15225018.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225017.542900002 463137.2797 15225017.542900002 463137.2797 15225019.542900002 463135.2797 15225019.542900002,1075103.88,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf19
srf20,B1011,top,0,1,463136.28,15225020.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225019.542900002 463137.2797 15225019.542900002 463137.2797 15225021.542900002 463135.2797 15225021.542900002,1066977.88,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf20
srf21,B1011,top,0,1,463136.28,15225022.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225021.542900002 463137.2797 15225021.542900002 463137.2797 15225023.542900002 463135.2797 15225023.542900002,1061627.50,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf21
srf22,B1011,top,0,1,463136.28,15225024.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225023.542900002 463137.2797 15225023.542900002 463137.2797 15225025.542900002 463135.2797 15225025.542900002,1061579.88,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf22
srf23,B1011,top,0,1,463136.28,15225026.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225025.542900002 463137.2797 15225025.542900002 463137.2797 15225027.542900002 463135.2797 15225027.542900002,1053951.62,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf23
srf24,B1011,top,0,1,463136.28,15225028.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463135.2797 15225027.542900002 463137.2797 15225027.542900002 463137.2797 15225029.542900002 463135.2797 15225029.542900002,1052338.12,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf24
srf25,B1011,top,0,1,463136.25,15225030.06,16.00,0.00,-0.00,1,2.05,roofs,13,0,463135.2797 15225029.542900002 463137.2797 15225029.542900002 463137.2797 15225030.48094776 463135.2957 15225030.6523 463135.2797 15225030.468323017,1047229.19,0.00,15.33,1.82,0.00,1.09,5,6,10,roofs_top,srf25
srf26,B1011,top,0,1,463138.34,15225007.29,16.00,0.00,-0.00,1,1.01,roofs,13,0,463139.2797 15225006.953173997 463139.2797 15225007.542900002 463137.2797 15225007.542900002 463137.2797 15225007.12584933,1103377.75,0.00,15.33,1.82,0.00,0.54,5,6,10,roofs_top,srf26
srf27,B1011,top,0,1,463138.28,15225008.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463137.2797 15225007.542900002 463139.2797 15225007.542900002 463139.2797 15225009.542900002 463137.2797 15225009.542900002,1102524.62,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf27
srf28,B1011,top,0,1,463138.28,15225010.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463137.2797 15225009.542900002 463139.2797 15225009.542900002 463139.2797 15225011.542900002 463137.2797 15225011.542900002,1102524.62,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf28
srf29,B1011,top,0,1,463138.28,15225012.54,16.00,0.00,-0.00,1,4.00,roofs,13,0,463137.2797 15225011.542900002 463139.2797 15225011.542900002 463139.2797 15225013.542900002 463137.2797 15225013.542900002,1102524.62,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf29
