SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1005,top,0,1,463193.61,15224901.85,16.00,-0.00,0.00,1,0.38,roofs,5,0,463192.45570000005 15224901.848100001 463194.45570000005 15224901.677624693 463194.45570000005 15224901.954 463192.4648092226 15224901.954,1113158.62,0.00,15.33,1.82,-0.00,0.20,5,6,10,roofs_top,srf0
srf1,B1005,top,0,1,463193.50,15224902.94,16.00,-0.00,0.00,1,3.81,roofs,5,0,463192.4648092226 15224901.954 463194.45570000005 15224901.954 463194.45570000005 15224903.954 463192.63684364455 15224903.954,1113158.62,0.00,15.33,1.82,-0.00,2.03,5,6,10,roofs_top,srf1
srf2,B1005,top,0,1,463193.59,15224904.94,16.00,-0.00,0.00,1,3.47,roofs,5,0,463192.63684364455 15224903.954 463194.45570000005 15224903.954 463194.45570000005 15224905.954 463192.8088780665 15224905.954,1113158.62,0.00,15.33,1.82,-0.00,1.85,5,6,10,roofs_top,srf2
srf3,B1005,top,0,1,463193.67,15224906.94,16.00,-0.00,0.00,1,3.12,roofs,5,0,463192.8088780665 15224905.954 463194.45570000005 15224905.954 463194.45570000005 15224907.954 463192.9809124885 15224907.954,1114134.25,0.00,15.33,1.82,-0.00,1.66,5,6,10,roofs_top,srf3
srf4,B1005,top,0,1,463193.76,15224908.93,16.00,-0.00,0.00,1,2.78,roofs,5,0,463192.9809124885 15224907.954 463194.45570000005 15224907.954 463194.45570000005 15224909.954 463193.1529469104 15224909.954,1114972.12,0.00,15.33,1.82,-0.00,1.48,5,6,10,roofs_top,srf4
srf5,B1005,top,0,1,463193.85,15224910.93,16.00,-0.00,0.00,1,2.43,roofs,5,0,463193.1529469104 15224909.954 463194.45570000005 15224909.954 463194.45570000005 15224911.954 463193.3249813324 15224911.954,1115572.12,0.00,15.33,1.82,-0.00,1.30,5,6,10,roofs_top,srf5
srf6,B1005,top,0,1,463193.93,15224912.93,16.00,-0.00,0.00,1,2.09,roofs,5,0,463193.3249813324 15224911.954 463194.45570000005 15224911.954 463194.45570000005 15224913.954 463193.49701575434 15224913.954,1115421.62,0.00,15.33,1.82,-0.00,1.11,5,6,10,roofs_top,srf6
srf7,B1005,top,0,1,463194.02,15224914.92,16.00,-0.00,0.00,1,1.75,roofs,5,0,463193.49701575434 15224913.954 463194.45570000005 15224913.954 463194.45570000005 15224915.954 463193.6690501763 15224915.954,1115421.62,0.00,15.33,1.82,-0.00,0.93,5,6,10,roofs_top,srf7
srf8,B1005,top,0,1,463194.10,15224916.91,16.00,-0.00,0.00,1,1.40,roofs,5,0,463193.6690501763 15224915.954 463194.45570000005 15224915.954 463194.45570000005 15224917.954 463193.8410845983 15224917.954,1115421.62,0.00,15.33,1.82,-0.00,0.75,5,6,10,roofs_top,srf8
srf9,B1005,top,0,1,463194.19,15224918.90,16.00,-0.00,0.00,1,1.06,roofs,5,0,463193.8410845983 15224917.954 463194.45570000005 15224917.954 463194.45570000005 15224919.954 463194.0131190202 15224919.954,1115421.62,0.00,15.33,1.82,-0.00,0.56,5,6,10,roofs_top,srf9
