SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1007,top,0,1,463131.20,15224992.06,16.00,-0.00,0.00,1,0.98,roofs,7,0,463131.5946 15224990.967629587 463131.5946 15224992.6117 463130.39711420075 15224992.6117,1100076.38,0.00,15.33,1.82,-0.00,0.52,5,6,10,roofs_top,srf0
srf1,B1007,top,0,1,463130.76,15224993.16,16.00,-0.00,0.00,1,1.60,roofs,7,0,463130.39711420075 15224992.6117 463131.5946 15224992.6117 463131.5946 15224993.548092514 463129.5946 15224993.7135,1098136.88,0.00,15.33,1.82,-0.00,0.85,5,6,10,roofs_top,srf1
srf2,B1007,top,0,1,463133.50,15224988.48,16.00,-0.00,0.00,1,0.06,roofs,7,0,463133.5946 15224988.221759172 463133.5946 15224988.6117 463133.31058016734 15224988.6117,1103959.62,0.00,15.33,1.82,-0.00,0.03,5,6,10,roofs_top,srf2
srf3,B1007,top,0,1,463133.00,15224989.85,16.00,-0.00,0.00,1,2.02,roofs,7,0,463133.31058016734 15224988.6117 463133.5946 15224988.6117 463133.5946 15224990.6117 463131.85384718404 15224990.6117,1099484.00,0.00,15.33,1.82,-0.00,1.08,5,6,10,roofs_top,srf3
srf4,B1007,top,0,1,463132.61,15224991.62,16.00,-0.00,0.00,1,3.95,roofs,7,0,463131.85384718404 15224990.6117 463133.5946 15224990.6117 463133.5946 15224992.6117 463131.5946 15224992.6117 463131.5946 15224990.967629587,1103025.88,0.00,15.33,1.82,-0.00,2.11,5,6,10,roofs_top,srf4
srf5,B1007,top,0,1,463132.56,15224993.04,16.00,-0.00,0.00,1,1.71,roofs,7,0,463131.5946 15224992.6117 463133.5946 15224992.6117 463133.5946 15224993.382685028 463131.5946 15224993.548092514,1102431.75,0.00,15.33,1.82,-0.00,0.91,5,6,10,roofs_top,srf5
srf6,B1007,top,0,1,463135.32,15224986.23,16.00,-0.00,0.00,1,0.47,roofs,7,0,463135.5946 15224985.475888759 463135.5946 15224986.6117 463134.76731315063 15224986.6117,1104903.00,0.00,15.33,1.82,-0.00,0.25,5,6,10,roofs_top,srf6
srf7,B1007,top,0,1,463134.78,15224987.75,16.00,-0.00,0.00,1,3.06,roofs,7,0,463134.76731315063 15224986.6117 463135.5946 15224986.6117 463135.5946 15224988.6117 463133.5946 15224988.6117 463133.5946 15224988.221759172,1104772.50,0.00,15.33,1.82,-0.00,1.63,5,6,10,roofs_top,srf7
srf8,B1007,top,0,1,463134.59,15224989.61,16.00,-0.00,0.00,1,4.00,roofs,7,0,463133.5946 15224988.6117 463135.5946 15224988.6117 463135.5946 15224990.6117 463133.5946 15224990.6117,1104113.25,0.00,15.33,1.82,-0.00,2.13,5,6,10,roofs_top,srf8
srf9,B1007,top,0,1,463134.59,15224991.61,16.00,-0.00,0.00,1,4.00,roofs,7,0,463133.5946 15224990.6117 463135.5946 15224990.6117 463135.5946 15224992.6117 463133.5946 15224992.6117,1104113.25,0.00,15.33,1.82,-0.00,2.13,5,6,10,roofs_top,srf9
