SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1000,top,0,1,463114.16,15224801.54,22.00,0.00,0.00,1,1.56,roofs,0,0,463115.0961 15224801.049705008 463115.0961 15224801.9427 463113.1670832288 15224801.9427 463113.0961 15224801.254700001,1082363.50,0.00,15.33,1.82,0.00,0.83,5,6,10,roofs_top,srf0
srf1,B1000,top,0,1,463114.18,15224802.92,22.00,0.00,0.00,1,3.65,roofs,0,0,463113.1670832288 15224801.9427 463115.0961 15224801.9427 463115.0961 15224803.9427 463113.3734298243 15224803.9427,1082363.50,0.00,15.33,1.82,0.00,1.95,5,6,10,roofs_top,srf1
srf2,B1000,top,0,1,463114.29,15224804.92,22.00,0.00,0.00,1,3.24,roofs,0,0,463113.3734298243 15224803.9427 463115.0961 15224803.9427 463115.0961 15224805.9427 463113.57977641985 15224805.9427,1086083.25,0.00,15.33,1.82,0.00,1.73,5,6,10,roofs_top,srf2
srf3,B1000,top,0,1,463114.39,15224806.92,22.00,0.00,0.00,1,2.83,roofs,0,0,463113.57977641985 15224805.9427 463115.0961 15224805.9427 463115.0961 15224807.9427 463113.7861230154 15224807.9427,1087499.75,0.00,15.33,1.82,0.00,1.51,5,6,10,roofs_top,srf3
srf4,B1000,top,0,1,463114.49,15224808.91,22.00,0.00,0.00,1,2.41,roofs,0,0,463113.7861230154 15224807.9427 463115.0961 15224807.9427 463115.0961 15224809.9427 463113.9924696109 15224809.9427,1091812.00,0.00,15.33,1.82,0.00,1.29,5,6,10,roofs_top,srf4
srf5,B1000,top,0,1,463114.59,15224810.91,22.00,0.00,0.00,1,2.00,roofs,0,0,463113.9924696109 15224809.9427 463115.0961 15224809.9427 463115.0961 15224811.9427 463114.1988162064 15224811.9427,1092390.88,0.00,15.33,1.82,0.00,1.07,5,6,10,roofs_top,srf5
srf6,B1000,top,0,1,463114.70,15224812.90,22.00,0.00,0.00,1,1.59,roofs,0,0,463114.1988162064 15224811.9427 463115.0961 15224811.9427 463115.0961 15224813.9427 463114.40516280197 15224813.9427,1092390.88,0.00,15.33,1.82,0.00,0.85,5,6,10,roofs_top,srf6
srf7,B1000,top,0,1,463114.80,15224814.88,22.00,0.00,0.00,1,1.18,roofs,0,0,463114.40516280197 15224813.9427 463115.0961 15224813.9427 463115.0961 15224815.9427 463114.61150939745 15224815.9427,1093762.88,0.00,15.33,1.82,0.00,0.63,5,6,10,roofs_top,srf7
srf8,B1000,top,0,1,463114.89,15224816.73,22.00,0.00,0.00,1,0.68,roofs,0,0,463115.0961 15224815.9427 463115.0961 15224817.638453705 463114.7897 15224817.6698 463114.61150939745 15224815.9427,1094206.75,0.00,15.33,1.82,0.00,0.36,5,6,10,roofs_top,srf8
srf9,B1000,top,0,1,463116.13,15224801.44,22.00,0.00,0.00,1,1.99,roofs,0,0,463117.0961 15224800.844710015 463117.0961 15224801.9427 463115.0961 15224801.9427 463115.0961 15224801.049705008,1082363.50,0.00,15.33,1.82,0.00,1.06,5,6,10,roofs_top,srf9
srf10,B1000,top,0,1,463116.10,15224802.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224801.9427 463117.0961 15224801.9427 463117.0961 15224803.9427 463115.0961 15224803.9427,1082363.50,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf10
srf11,B1000,top,0,1,463116.10,15224804.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224803.9427 463117.0961 15224803.9427 463117.0961 15224805.9427 463115.0961 15224805.9427,1086487.00,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf11
srf12,B1000,top,0,1,463116.10,15224806.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224805.9427 463117.0961 15224805.9427 463117.0961 15224807.9427 463115.0961 15224807.9427,1091812.00,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf12
srf13,B1000,top,0,1,463116.10,15224808.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224807.9427 463117.0961 15224807.9427 463117.0961 15224809.9427 463115.0961 15224809.9427,1091812.00,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf13
srf14,B1000,top,0,1,463116.10,15224810.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224809.9427 463117.0961 15224809.9427 463117.0961 15224811.9427 463115.0961 15224811.9427,1092390.88,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf14
srf15,B1000,top,0,1,463116.10,15224812.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224811.9427 463117.0961 15224811.9427 463117.0961 15224813.9427 463115.0961 15224813.9427,1093623.25,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf15
srf16,B1000,top,0,1,463116.10,15224814.94,22.00,0.00,0.00,1,4.00,roofs,0,0,463115.0961 15224813.9427 463117.0961 15224813.9427 463117.0961 15224815.9427 463115.0961 15224815.9427,1093762.88,0.00,15.33,1.82,0.00,2.13,5,6,10,roofs_top,srf16
srf17,B1000,top,0,1,463116.07,15224816.74,22.00,0.00,0.00,1,3.19,roofs,0,0,463115.0961 15224815.9427 463117.0961 15224815.9427 463117.0961 15224817.43384343 463115.0961 15224817.638453705,1094206.75,0.00,15.33,1.82,0.00,1.70,5,6,10,roofs_top,srf17
