SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf19,B1010,top,0,1,463187.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463186.4317 15225021.775 463188.4317 15225021.775 463188.4317 15225023.775 463186.4317 15225023.775,1060705.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf19
srf20,B1010,top,0,1,463187.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463186.4317 15225023.775 463188.4317 15225023.775 463188.4317 15225025.775 463186.4317 15225025.775,1061224.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf20
srf21,B1010,top,0,1,463187.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463186.4317 15225025.775 463188.4317 15225025.775 463188.4317 15225027.775 463186.4317 15225027.775,1061895.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf21
srf22,B1010,top,0,1,463187.44,15225028.77,5.00,0.00,0.00,1,3.98,roofs,11,0,463186.4317 15225027.775 463188.4317 15225027.775 463188.4317 15225029.775 463186.4996019479 15225029.775 463186.4317 15225029.059178399,1058511.88,0.00,15.33,3.65,0.00,2.12,5,6,10,roofs_top,srf22
srf23,B1010,top,0,1,463187.49,15225030.54,5.00,0.00,0.00,1,2.86,roofs,11,0,463188.4317 15225029.775 463188.4317 15225031.23236331 463186.6537 15225031.399500001 463186.4996019479 15225029.775,1058511.88,0.00,15.33,3.65,0.00,1.53,5,6,10,roofs_top,srf23
srf24,B1010,top,0,1,463189.55,15225007.63,5.00,0.00,0.00,1,0.54,roofs,11,0,463190.4317 15225007.41003536 463190.4317 15225007.775 463188.4317 15225007.775 463188.4317 15225007.598423574,1021297.50,0.00,15.33,3.65,0.00,0.29,5,6,10,roofs_top,srf24
srf25,B1010,top,0,1,463189.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225007.775 463190.4317 15225007.775 463190.4317 15225009.775 463188.4317 15225009.775,1024260.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf25
srf26,B1010,top,0,1,463189.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225009.775 463190.4317 15225009.775 463190.4317 15225011.775 463188.4317 15225011.775,1033566.19,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf26
srf27,B1010,top,0,1,463189.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225011.775 463190.4317 15225011.775 463190.4317 15225013.775 463188.4317 15225013.775,1039573.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf27
srf28,B1010,top,0,1,463189.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225013.775 463190.4317 15225013.775 463190.4317 15225015.775 463188.4317 15225015.775,1047259.81,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf28
srf29,B1010,top,0,1,463189.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225015.775 463190.4317 15225015.775 463190.4317 15225017.775 463188.4317 15225017.775,1051445.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf29
srf30,B1010,top,0,1,463189.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225017.775 463190.4317 15225017.775 463190.4317 15225019.775 463188.4317 15225019.775,1056222.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf30
srf31,B1010,top,0,1,463189.43,15225020.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225019.775 463190.4317 15225019.775 463190.4317 15225021.775 463188.4317 15225021.775,1066477.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf31
srf32,B1010,top,0,1,463189.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225021.775 463190.4317 15225021.775 463190.4317 15225023.775 463188.4317 15225023.775,1072465.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf32
srf33,B1010,top,0,1,463189.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225023.775 463190.4317 15225023.775 463190.4317 15225025.775 463188.4317 15225025.775,1073379.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf33
srf34,B1010,top,0,1,463189.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225025.775 463190.4317 15225025.775 463190.4317 15225027.775 463188.4317 15225027.775,1070025.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf34
srf35,B1010,top,0,1,463189.43,15225028.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463188.4317 15225027.775 463190.4317 15225027.775 463190.4317 15225029.775 463188.4317 15225029.775,1069408.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf35
srf36,B1010,top,0,1,463189.41,15225030.46,5.00,0.00,0.00,1,2.73,roofs,11,0,463188.4317 15225029.775 463190.4317 15225029.775 463190.4317 15225031.04435803 463188.4317 15225031.23236331,1071404.50,0.00,15.33,3.65,0.00,1.45,5,6,10,roofs_top,srf36
srf37,B1010,top,0,1,463191.50,15225007.54,5.00,0.00,0.00,1,0.92,roofs,11,0,463192.4317 15225007.221647145 463192.4317 15225007.775 463190.4317 15225007.775 463190.4317 15225007.41003536,1025073.81,0.00,15.33,3.65,0.00,0.49,5,6,10,roofs_top,srf37
srf38,B1010,top,0,1,463191.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225007.775 463192.4317 15225007.775 463192.4317 15225009.775 463190.4317 15225009.775,1029960.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf38
srf39,B1010,top,0,1,463191.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225009.775 463192.4317 15225009.775 463192.4317 15225011.775 463190.4317 15225011.775,1036675.44,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf39
srf40,B1010,top,0,1,463191.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225011.775 463192.4317 15225011.775 463192.4317 15225013.775 463190.4317 15225013.775,1044038.06,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf40
srf41,B1010,top,0,1,463191.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225013.775 463192.4317 15225013.775 463192.4317 15225015.775 463190.4317 15225015.775,1051036.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf41
srf42,B1010,top,0,1,463191.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225015.775 463192.4317 15225015.775 463192.4317 15225017.775 463190.4317 15225017.775,1055606.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf42
srf43,B1010,top,0,1,463191.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225017.775 463192.4317 15225017.775 463192.4317 15225019.775 463190.4317 15225019.775,1064960.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf43
srf44,B1010,top,0,1,463191.43,15225020.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225019.775 463192.4317 15225019.775 463192.4317 15225021.775 463190.4317 15225021.775,1069498.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf44
srf45,B1010,top,0,1,463191.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225021.775 463192.4317 15225021.775 463192.4317 15225023.775 463190.4317 15225023.775,1077097.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf45
srf46,B1010,top,0,1,463191.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225023.775 463192.4317 15225023.775 463192.4317 15225025.775 463190.4317 15225025.775,1075607.00,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf46
srf47,B1010,top,0,1,463191.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225025.775 463192.4317 15225025.775 463192.4317 15225027.775 463190.4317 15225027.775,1075979.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf47
srf48,B1010,top,0,1,463191.43,15225028.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463190.4317 15225027.775 463192.4317 15225027.775 463192.4317 15225029.775 463190.4317 15225029.775,1075979.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf48
srf49,B1010,top,0,1,463191.41,15225030.36,5.00,0.00,0.00,1,2.35,roofs,11,0,463190.4317 15225029.775 463192.4317 15225029.775 463192.4317 15225030.856352752 463190.4317 15225031.04435803,1077976.00,0.00,15.33,3.65,0.00,1.25,5,6,10,roofs_top,srf49
srf50,B1010,top,0,1,463193.48,15225007.45,5.00,0.00,0.00,1,1.30,roofs,11,0,463194.4317 15225007.033258932 463194.4317 15225007.775 463192.4317 15225007.775 463192.4317 15225007.221647145,1024368.19,0.00,15.33,3.65,0.00,0.69,5,6,10,roofs_top,srf50
srf51,B1010,top,0,1,463193.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225007.775 463194.4317 15225007.775 463194.4317 15225009.775 463192.4317 15225009.775,1030601.19,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf51
srf52,B1010,top,0,1,463193.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225009.775 463194.4317 15225009.775 463194.4317 15225011.775 463192.4317 15225011.775,1039936.94,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf52
srf53,B1010,top,0,1,463193.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225011.775 463194.4317 15225011.775 463194.4317 15225013.775 463192.4317 15225013.775,1047153.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf53
srf54,B1010,top,0,1,463193.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225013.775 463194.4317 15225013.775 463194.4317 15225015.775 463192.4317 15225015.775,1053512.00,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf54
srf55,B1010,top,0,1,463193.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225015.775 463194.4317 15225015.775 463194.4317 15225017.775 463192.4317 15225017.775,1057331.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf55
srf56,B1010,top,0,1,463193.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225017.775 463194.4317 15225017.775 463194.4317 15225019.775 463192.4317 15225019.775,1068652.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf56
srf57,B1010,top,0,1,463193.43,15225020.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225019.775 463194.4317 15225019.775 463194.4317 15225021.775 463192.4317 15225021.775,1074157.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf57
srf58,B1010,top,0,1,463193.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225021.775 463194.4317 15225021.775 463194.4317 15225023.775 463192.4317 15225023.775,1080246.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf58
srf59,B1010,top,0,1,463193.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225023.775 463194.4317 15225023.775 463194.4317 15225025.775 463192.4317 15225025.775,1081298.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf59
srf60,B1010,top,0,1,463193.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225025.775 463194.4317 15225025.775 463194.4317 15225027.775 463192.4317 15225027.775,1081437.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf60
srf61,B1010,top,0,1,463193.43,15225028.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463192.4317 15225027.775 463194.4317 15225027.775 463194.4317 15225029.775 463192.4317 15225029.775,1081600.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf61
srf62,B1010,top,0,1,463193.40,15225030.27,5.00,0.00,0.00,1,1.97,roofs,11,0,463192.4317 15225029.775 463194.4317 15225029.775 463194.4317 15225030.668347474 463192.4317 15225030.856352752,1081042.25,0.00,15.33,3.65,0.00,1.05,5,6,10,roofs_top,srf62
srf63,B1010,top,0,1,463195.47,15225007.36,5.00,0.00,0.00,1,1.67,roofs,11,0,463196.4317 15225006.844870718 463196.4317 15225007.775 463194.4317 15225007.775 463194.4317 15225007.033258932,1022530.81,0.00,15.33,3.65,0.00,0.89,5,6,10,roofs_top,srf63
srf64,B1010,top,0,1,463195.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225007.775 463196.4317 15225007.775 463196.4317 15225009.775 463194.4317 15225009.775,1028968.94,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf64
srf65,B1010,top,0,1,463195.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225009.775 463196.4317 15225009.775 463196.4317 15225011.775 463194.4317 15225011.775,1042856.31,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf65
srf66,B1010,top,0,1,463195.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225011.775 463196.4317 15225011.775 463196.4317 15225013.775 463194.4317 15225013.775,1050782.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf66
srf67,B1010,top,0,1,463195.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225013.775 463196.4317 15225013.775 463196.4317 15225015.775 463194.4317 15225015.775,1056678.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf67
srf68,B1010,top,0,1,463195.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225015.775 463196.4317 15225015.775 463196.4317 15225017.775 463194.4317 15225017.775,1062773.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf68
srf69,B1010,top,0,1,463195.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225017.775 463196.4317 15225017.775 463196.4317 15225019.775 463194.4317 15225019.775,1071328.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf69
srf70,B1010,top,0,1,463195.43,15225020.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225019.775 463196.4317 15225019.775 463196.4317 15225021.775 463194.4317 15225021.775,1074316.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf70
srf71,B1010,top,0,1,463195.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225021.775 463196.4317 15225021.775 463196.4317 15225023.775 463194.4317 15225023.775,1080577.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf71
srf72,B1010,top,0,1,463195.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225023.775 463196.4317 15225023.775 463196.4317 15225025.775 463194.4317 15225025.775,1082096.62,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf72
srf73,B1010,top,0,1,463195.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225025.775 463196.4317 15225025.775 463196.4317 15225027.775 463194.4317 15225027.775,1081862.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf73
srf74,B1010,top,0,1,463195.43,15225028.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463194.4317 15225027.775 463196.4317 15225027.775 463196.4317 15225029.775 463194.4317 15225029.775,1082025.62,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf74
srf75,B1010,top,0,1,463195.39,15225030.18,5.00,0.00,0.00,1,1.60,roofs,11,0,463194.4317 15225029.775 463196.4317 15225029.775 463196.4317 15225030.480342196 463194.4317 15225030.668347474,1081600.75,0.00,15.33,3.65,0.00,0.85,5,6,10,roofs_top,srf75
srf76,B1010,top,0,1,463197.46,15225007.26,5.00,0.00,0.00,1,2.05,roofs,11,0,463198.4317 15225006.656482505 463198.4317 15225007.775 463196.4317 15225007.775 463196.4317 15225006.844870718,1021043.69,0.00,15.33,3.65,0.00,1.09,5,6,10,roofs_top,srf76
srf77,B1010,top,0,1,463197.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225007.775 463198.4317 15225007.775 463198.4317 15225009.775 463196.4317 15225009.775,1029141.19,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf77
srf78,B1010,top,0,1,463197.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225009.775 463198.4317 15225009.775 463198.4317 15225011.775 463196.4317 15225011.775,1042406.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf78
srf79,B1010,top,0,1,463197.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225011.775 463198.4317 15225011.775 463198.4317 15225013.775 463196.4317 15225013.775,1047817.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf79
srf80,B1010,top,0,1,463197.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225013.775 463198.4317 15225013.775 463198.4317 15225015.775 463196.4317 15225015.775,1055059.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf80
srf81,B1010,top,0,1,463197.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225015.775 463198.4317 15225015.775 463198.4317 15225017.775 463196.4317 15225017.775,1060002.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf81
srf82,B1010,top,0,1,463197.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225017.775 463198.4317 15225017.775 463198.4317 15225019.775 463196.4317 15225019.775,1069327.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf82
srf83,B1010,top,0,1,463197.43,15225020.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225019.775 463198.4317 15225019.775 463198.4317 15225021.775 463196.4317 15225021.775,1072491.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf83
srf84,B1010,top,0,1,463197.43,15225022.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225021.775 463198.4317 15225021.775 463198.4317 15225023.775 463196.4317 15225023.775,1079078.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf84
srf85,B1010,top,0,1,463197.43,15225024.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225023.775 463198.4317 15225023.775 463198.4317 15225025.775 463196.4317 15225025.775,1079078.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf85
srf86,B1010,top,0,1,463197.43,15225026.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463196.4317 15225025.775 463198.4317 15225025.775 463198.4317 15225027.775 463196.4317 15225027.775,1080291.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf86
srf87,B1010,top,0,1,463197.42,15225028.77,5.00,0.00,0.00,1,3.96,roofs,11,0,463196.4317 15225029.775 463196.4317 15225027.775 463198.4317 15225027.775 463198.4317 15225029.531942582 463198.1430265602 15225029.775,1082372.62,0.00,15.33,3.65,0.00,2.11,5,6,10,roofs_top,srf87
srf88,B1010,top,0,1,463197.10,15225030.07,5.00,0.00,0.00,1,0.87,roofs,11,0,463197.41510000004 15225030.3879 463196.4317 15225030.480342196 463196.4317 15225029.775 463198.1430265602 15225029.775,1081206.00,0.00,15.33,3.65,0.00,0.46,5,6,10,roofs_top,srf88
srf89,B1010,top,0,1,463199.46,15225007.17,5.00,0.00,0.00,1,2.43,roofs,11,0,463200.4317 15225006.468094291 463200.4317 15225007.775 463198.4317 15225007.775 463198.4317 15225006.656482505,1020832.94,0.00,15.33,3.65,0.00,1.29,5,6,10,roofs_top,srf89
srf90,B1010,top,0,1,463199.43,15225008.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225007.775 463200.4317 15225007.775 463200.4317 15225009.775 463198.4317 15225009.775,1030513.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf90
srf91,B1010,top,0,1,463199.43,15225010.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225009.775 463200.4317 15225009.775 463200.4317 15225011.775 463198.4317 15225011.775,1044215.94,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf91
srf92,B1010,top,0,1,463199.43,15225012.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225011.775 463200.4317 15225011.775 463200.4317 15225013.775 463198.4317 15225013.775,1050004.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf92
srf93,B1010,top,0,1,463199.43,15225014.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225013.775 463200.4317 15225013.775 463200.4317 15225015.775 463198.4317 15225015.775,1057138.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf93
srf94,B1010,top,0,1,463199.43,15225016.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225015.775 463200.4317 15225015.775 463200.4317 15225017.775 463198.4317 15225017.775,1063063.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf94
srf95,B1010,top,0,1,463199.43,15225018.78,5.00,0.00,0.00,1,4.00,roofs,11,0,463198.4317 15225017.775 463200.4317 15225017.775 463200.4317 15225019.775 463198.4317 15225019.775,1069327.75,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf95
