SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1008,top,0,1,463170.88,15224966.14,16.00,0.00,-0.00,1,1.69,roofs,9,0,463171.825 15224965.613849666 463171.825 15224966.5795 463169.90493015817 15224966.5795 463169.825 15224965.8241,1115173.25,0.00,15.33,1.82,0.00,0.90,5,6,10,roofs_top,srf0
srf1,B1008,top,0,1,463170.92,15224967.56,16.00,0.00,-0.00,1,3.63,roofs,9,0,463169.90493015817 15224966.5795 463171.825 15224966.5795 463171.825 15224968.5795 463170.116553558 15224968.5795,1115173.25,0.00,15.33,1.82,0.00,1.93,5,6,10,roofs_top,srf1
srf2,B1008,top,0,1,463171.02,15224969.56,16.00,0.00,-0.00,1,3.21,roofs,9,0,463170.116553558 15224968.5795 463171.825 15224968.5795 463171.825 15224970.5795 463170.32817695785 15224970.5795,1115173.25,0.00,15.33,1.82,0.00,1.71,5,6,10,roofs_top,srf2
srf3,B1008,top,0,1,463171.13,15224971.55,16.00,0.00,-0.00,1,2.78,roofs,9,0,463170.32817695785 15224970.5795 463171.825 15224970.5795 463171.825 15224972.5795 463170.53980035766 15224972.5795,1115173.25,0.00,15.33,1.82,0.00,1.48,5,6,10,roofs_top,srf3
srf4,B1008,top,0,1,463171.23,15224973.55,16.00,0.00,-0.00,1,2.36,roofs,9,0,463170.53980035766 15224972.5795 463171.825 15224972.5795 463171.825 15224974.5795 463170.7514237575 15224974.5795,1115173.25,0.00,15.33,1.82,0.00,1.26,5,6,10,roofs_top,srf4
srf5,B1008,top,0,1,463171.34,15224975.54,16.00,0.00,-0.00,1,1.94,roofs,9,0,463170.7514237575 15224974.5795 463171.825 15224974.5795 463171.825 15224976.5795 463170.9630471574 15224976.5795,1115173.25,0.00,15.33,1.82,0.00,1.03,5,6,10,roofs_top,srf5
srf6,B1008,top,0,1,463171.44,15224977.53,16.00,0.00,-0.00,1,1.51,roofs,9,0,463170.9630471574 15224976.5795 463171.825 15224976.5795 463171.825 15224978.5795 463171.1746705572 15224978.5795,1115173.25,0.00,15.33,1.82,0.00,0.81,5,6,10,roofs_top,srf6
srf7,B1008,top,0,1,463171.55,15224979.51,16.00,0.00,-0.00,1,1.09,roofs,9,0,463171.1746705572 15224978.5795 463171.825 15224978.5795 463171.825 15224980.5795 463171.38629395707 15224980.5795,1115173.25,0.00,15.33,1.82,0.00,0.58,5,6,10,roofs_top,srf7
srf8,B1008,top,0,1,463171.65,15224981.47,16.00,0.00,-0.00,1,0.67,roofs,9,0,463171.38629395707 15224980.5795 463171.825 15224980.5795 463171.825 15224982.5795 463171.5979173569 15224982.5795,1115173.25,0.00,15.33,1.82,0.00,0.35,5,6,10,roofs_top,srf8
srf9,B1008,top,0,1,463171.75,15224983.29,16.00,0.00,-0.00,1,0.24,roofs,9,0,463171.5979173569 15224982.5795 463171.825 15224982.5795 463171.825 15224984.5795 463171.80954075675 15224984.5795,1115173.25,0.00,15.33,1.82,0.00,0.13,5,6,10,roofs_top,srf9
srf10,B1008,top,0,1,463171.82,15224984.63,16.00,0.00,-0.00,1,0.00,roofs,9,0,463171.80954075675 15224984.5795 463171.825 15224984.5795 463171.825 15224984.725601455,1115173.25,0.00,15.33,1.82,0.00,0.00,5,6,10,roofs_top,srf10
srf11,B1008,top,0,1,463172.86,15224966.04,16.00,0.00,-0.00,1,2.14,roofs,9,0,463173.825 15224965.403599331 463173.825 15224966.5795 463171.825 15224966.5795 463171.825 15224965.613849666,1115173.25,0.00,15.33,1.82,0.00,1.14,5,6,10,roofs_top,srf11
