SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1012,top,0,1,463224.32,15224824.59,7.00,-0.00,0.00,1,1.68,roofs,14,0,463223.2698 15224824.2629 463225.2698 15224824.069252763 463225.2698 15224825.021100001 463223.3449983806 15224825.021100001,819069.06,0.00,15.33,1.82,-0.00,0.90,5,6,8,roofs_top,srf0
srf1,B1012,top,0,1,463224.36,15224826.00,7.00,-0.00,0.00,1,3.65,roofs,14,0,463223.3449983806 15224825.021100001 463225.2698 15224825.021100001 463225.2698 15224827.021100001 463223.5433586561 15224827.021100001,884396.19,0.00,15.33,1.82,-0.00,1.95,5,6,9,roofs_top,srf1
srf2,B1012,top,0,1,463224.46,15224828.00,7.00,-0.00,0.00,1,3.25,roofs,14,0,463223.5433586561 15224827.021100001 463225.2698 15224827.021100001 463225.2698 15224829.021100001 463223.74171893165 15224829.021100001,944500.50,0.00,15.33,1.82,-0.00,1.74,5,6,9,roofs_top,srf2
srf3,B1012,top,0,1,463224.55,15224830.00,7.00,-0.00,0.00,1,2.86,roofs,14,0,463223.74171893165 15224829.021100001 463225.2698 15224829.021100001 463225.2698 15224831.021100001 463223.94007920724 15224831.021100001,965445.19,0.00,15.33,1.82,-0.00,1.52,5,6,9,roofs_top,srf3
srf4,B1012,top,0,1,463224.65,15224831.99,7.00,-0.00,0.00,1,2.46,roofs,14,0,463223.94007920724 15224831.021100001 463225.2698 15224831.021100001 463225.2698 15224833.021100001 463224.1384394828 15224833.021100001,976690.50,0.00,15.33,1.82,-0.00,1.31,5,6,9,roofs_top,srf4
srf5,B1012,top,0,1,463224.75,15224833.99,7.00,-0.00,0.00,1,2.06,roofs,14,0,463224.1384394828 15224833.021100001 463225.2698 15224833.021100001 463225.2698 15224835.021100001 463224.3367997583 15224835.021100001,976655.44,0.00,15.33,1.82,-0.00,1.10,5,6,9,roofs_top,srf5
srf6,B1012,top,0,1,463224.85,15224835.98,7.00,-0.00,0.00,1,1.67,roofs,14,0,463224.3367997583 15224835.021100001 463225.2698 15224835.021100001 463225.2698 15224837.021100001 463224.5351600339 15224837.021100001,987635.62,0.00,15.33,1.82,-0.00,0.89,5,6,10,roofs_top,srf6
srf7,B1012,top,0,1,463224.95,15224837.97,7.00,-0.00,0.00,1,1.27,roofs,14,0,463224.5351600339 15224837.021100001 463225.2698 15224837.021100001 463225.2698 15224839.021100001 463224.73352030944 15224839.021100001,992476.00,0.00,15.33,1.82,-0.00,0.68,5,6,10,roofs_top,srf7
srf8,B1012,top,0,1,463225.05,15224839.95,7.00,-0.00,0.00,1,0.87,roofs,14,0,463224.73352030944 15224839.021100001 463225.2698 15224839.021100001 463225.2698 15224841.021100001 463224.931880585 15224841.021100001,1000682.38,0.00,15.33,1.82,-0.00,0.47,5,6,10,roofs_top,srf8
srf9,B1012,top,0,1,463225.14,15224841.88,7.00,-0.00,0.00,1,0.48,roofs,14,0,463224.931880585 15224841.021100001 463225.2698 15224841.021100001 463225.2698 15224843.021100001 463225.13024086057 15224843.021100001,1005842.00,0.00,15.33,1.82,-0.00,0.25,5,6,10,roofs_top,srf9
