SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf67,B1009,top,0,1,463167.02,15225026.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225025.561900001 463168.02280000004 15225025.561900001 463168.02280000004 15225027.561900001 463166.02280000004 15225027.561900001,983185.62,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf67
srf68,B1009,top,0,1,463167.02,15225028.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225027.561900001 463168.02280000004 15225027.561900001 463168.02280000004 15225029.561900001 463166.02280000004 15225029.561900001,995881.25,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf68
srf69,B1009,top,0,1,463167.02,15225030.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225029.561900001 463168.02280000004 15225029.561900001 463168.02280000004 15225031.561900001 463166.02280000004 15225031.561900001,1013580.81,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf69
srf70,B1009,top,0,1,463167.02,15225032.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225031.561900001 463168.02280000004 15225031.561900001 463168.02280000004 15225033.561900001 463166.02280000004 15225033.561900001,1010025.62,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf70
srf71,B1009,top,0,1,463167.02,15225034.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225033.561900001 463168.02280000004 15225033.561900001 463168.02280000004 15225035.561900001 463166.02280000004 15225035.561900001,1033281.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf71
srf72,B1009,top,0,1,463167.02,15225036.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225035.561900001 463168.02280000004 15225035.561900001 463168.02280000004 15225037.561900001 463166.02280000004 15225037.561900001,1036456.56,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf72
srf73,B1009,top,0,1,463167.02,15225038.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225037.561900001 463168.02280000004 15225037.561900001 463168.02280000004 15225039.561900001 463166.02280000004 15225039.561900001,1042559.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf73
srf74,B1009,top,0,1,463167.02,15225040.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225039.561900001 463168.02280000004 15225039.561900001 463168.02280000004 15225041.561900001 463166.02280000004 15225041.561900001,1050570.00,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf74
srf75,B1009,top,0,1,463167.02,15225042.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225041.561900001 463168.02280000004 15225041.561900001 463168.02280000004 15225043.561900001 463166.02280000004 15225043.561900001,1051636.62,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf75
srf76,B1009,top,0,1,463167.02,15225044.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225043.561900001 463168.02280000004 15225043.561900001 463168.02280000004 15225045.561900001 463166.02280000004 15225045.561900001,1055090.38,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf76
srf77,B1009,top,0,1,463167.02,15225046.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225045.561900001 463168.02280000004 15225045.561900001 463168.02280000004 15225047.561900001 463166.02280000004 15225047.561900001,1057499.88,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf77
srf78,B1009,top,0,1,463167.02,15225048.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225047.561900001 463168.02280000004 15225047.561900001 463168.02280000004 15225049.561900001 463166.02280000004 15225049.561900001,1061437.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf78
srf79,B1009,top,0,1,463167.02,15225050.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225049.561900001 463168.02280000004 15225049.561900001 463168.02280000004 15225051.561900001 463166.02280000004 15225051.561900001,1065417.50,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf79
srf80,B1009,top,0,1,463167.02,15225052.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463166.02280000004 15225051.561900001 463168.02280000004 15225051.561900001 463168.02280000004 15225053.561900001 463166.02280000004 15225053.561900001,1066001.12,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf80
srf81,B1009,top,0,1,463167.00,15225054.27,7.00,0.00,-0.00,1,2.84,roofs,10,0,463166.02280000004 15225053.561900001 463168.02280000004 15225053.561900001 463168.02280000004 15225054.895556321 463166.02280000004 15225055.068078868,1067036.38,0.00,15.33,3.65,0.00,1.51,5,6,10,roofs_top,srf81
srf82,B1009,top,0,1,463169.05,15225011.09,7.00,0.00,-0.00,1,1.89,roofs,10,0,463170.02280000004 15225010.531795382 463170.02280000004 15225011.561900001 463168.02280000004 15225011.561900001 463168.02280000004 15225010.704316305,1005058.94,0.00,15.33,3.65,0.00,1.01,5,6,10,roofs_top,srf82
srf83,B1009,top,0,1,463169.02,15225012.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463168.02280000004 15225011.561900001 463170.02280000004 15225011.561900001 463170.02280000004 15225013.561900001 463168.02280000004 15225013.561900001,1006294.56,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf83
srf84,B1009,top,0,1,463169.02,15225014.56,7.00,0.00,-0.00,1,4.00,roofs,10,0,463168.02280000004 15225013.561900001 463170.02280000004 15225013.561900001 463170.02280000004 15225015.561900001 463168.02280000004 15225015.561900001,1005021.00,0.00,15.33,3.65,0.00,2.13,5,6,10,roofs_top,srf84
