SURFACE,BUILDING,orientation,intersection,terrain_elevation,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,phd,srf,poly,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf0,B1001,top,0,1,463123.13,15224875.68,16.00,-0.00,0.00,1,3.63,roofs,1,0,463122.06450000004 15224874.8472 463124.06450000004 15224874.64545646 463124.06450000004 15224876.644100001 463122.2474379717 15224876.644100001,1097284.38,0.00,15.33,1.82,-0.00,1.94,5,6,10,roofs_top,srf0
srf1,B1001,top,0,1,463123.21,15224877.62,16.00,-0.00,0.00,1,3.43,roofs,1,0,463122.2474379717 15224876.644100001 463124.06450000004 15224876.644100001 463124.06450000004 15224878.644100001 463122.45105305506 15224878.644100001,1097284.38,0.00,15.33,1.82,-0.00,1.83,5,6,10,roofs_top,srf1
srf2,B1001,top,0,1,463123.31,15224879.62,16.00,-0.00,0.00,1,3.02,roofs,1,0,463122.45105305506 15224878.644100001 463124.06450000004 15224878.644100001 463124.06450000004 15224880.644100001 463122.6546681384 15224880.644100001,1097284.38,0.00,15.33,1.82,-0.00,1.61,5,6,10,roofs_top,srf2
srf3,B1001,top,0,1,463123.41,15224881.62,16.00,-0.00,0.00,1,2.62,roofs,1,0,463122.6546681384 15224880.644100001 463124.06450000004 15224880.644100001 463124.06450000004 15224882.644100001 463122.8582832218 15224882.644100001,1091330.38,0.00,15.33,1.82,-0.00,1.39,5,6,10,roofs_top,srf3
srf4,B1001,top,0,1,463123.51,15224883.61,16.00,-0.00,0.00,1,2.21,roofs,1,0,463122.8582832218 15224882.644100001 463124.06450000004 15224882.644100001 463124.06450000004 15224884.644100001 463123.0618983051 15224884.644100001,1091330.38,0.00,15.33,1.82,-0.00,1.18,5,6,10,roofs_top,srf4
srf5,B1001,top,0,1,463123.61,15224885.61,16.00,-0.00,0.00,1,1.80,roofs,1,0,463123.0618983051 15224884.644100001 463124.06450000004 15224884.644100001 463124.06450000004 15224886.644100001 463123.26551338844 15224886.644100001,1084020.12,0.00,15.33,1.82,-0.00,0.96,5,6,10,roofs_top,srf5
srf6,B1001,top,0,1,463123.71,15224887.60,16.00,-0.00,0.00,1,1.39,roofs,1,0,463123.26551338844 15224886.644100001 463124.06450000004 15224886.644100001 463124.06450000004 15224888.644100001 463123.4691284718 15224888.644100001,1083655.12,0.00,15.33,1.82,-0.00,0.74,5,6,10,roofs_top,srf6
srf7,B1001,top,0,1,463123.81,15224889.58,16.00,-0.00,0.00,1,0.99,roofs,1,0,463123.4691284718 15224888.644100001 463124.06450000004 15224888.644100001 463124.06450000004 15224890.644100001 463123.67274355516 15224890.644100001,1084685.88,0.00,15.33,1.82,-0.00,0.53,5,6,10,roofs_top,srf7
srf8,B1001,top,0,1,463123.91,15224891.53,16.00,-0.00,0.00,1,0.58,roofs,1,0,463123.67274355516 15224890.644100001 463124.06450000004 15224890.644100001 463124.06450000004 15224892.644100001 463123.8763586385 15224892.644100001,1081537.75,0.00,15.33,1.82,-0.00,0.31,5,6,10,roofs_top,srf8
srf9,B1001,top,0,1,463124.00,15224893.26,16.00,-0.00,0.00,1,0.17,roofs,1,0,463123.8763586385 15224892.644100001 463124.06450000004 15224892.644100001 463124.06450000004 15224894.492110064,1081537.75,0.00,15.33,1.82,-0.00,0.09,5,6,10,roofs_top,srf9
