date,PV_walls_south_E_kWh,PV_walls_south_m2,PV_walls_north_E_kWh,PV_walls_north_m2,PV_roofs_top_E_kWh,PV_roofs_top_m2,PV_walls_east_E_kWh,PV_walls_east_m2,PV_walls_west_E_kWh,PV_walls_west_m2,E_PV_gen_kWh,radiation_kWh,area_PV_m2
2009-01-01 00:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 01:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 02:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 03:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 04:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 05:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 06:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 07:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 08:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 09:00:00+01:00,0,0,0,0,1.09,372.87,0,0,0,0,1.09,24.63,372.87
2009-01-01 10:00:00+01:00,0,0,0,0,2.48,372.87,0,0,0,0,2.48,40.91,372.87
2009-01-01 11:00:00+01:00,0,0,0,0,3.40,372.87,0,0,0,0,3.40,49.58,372.87
2009-01-01 12:00:00+01:00,0,0,0,0,4.65,372.87,0,0,0,0,4.65,67.58,372.87
2009-01-01 13:00:00+01:00,0,0,0,0,3.75,372.87,0,0,0,0,3.75,56.07,372.87
2009-01-01 14:00:00+01:00,0,0,0,0,2.54,372.87,0,0,0,0,2.54,40.20,372.87
2009-01-01 15:00:00+01:00,0,0,0,0,1.20,372.87,0,0,0,0,1.20,18.52,372.87
2009-01-01 16:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 17:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 18:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 19:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 20:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 21:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 22:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-01 23:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 00:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 01:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 02:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 03:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 04:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 05:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 06:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 07:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 08:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 09:00:00+01:00,0,0,0,0,1.17,372.87,0,0,0,0,1.17,23.15,372.87
2009-01-02 10:00:00+01:00,0,0,0,0,2.51,372.87,0,0,0,0,2.51,39.86,372.87
2009-01-02 11:00:00+01:00,0,0,0,0,3.32,372.87,0,0,0,0,3.32,49.49,372.87
2009-01-02 12:00:00+01:00,0,0,0,0,3.94,372.87,0,0,0,0,3.94,59.19,372.87
2009-01-02 13:00:00+01:00,0,0,0,0,4.08,372.87,0,0,0,0,4.08,59.37,372.87
2009-01-02 14:00:00+01:00,0,0,0,0,3.08,372.87,0,0,0,0,3.08,46.38,372.87
2009-01-02 15:00:00+01:00,0,0,0,0,1.36,372.87,0,0,0,0,1.36,21.78,372.87
2009-01-02 16:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 17:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 18:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 19:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 20:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 21:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 22:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-02 23:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 00:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 01:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 02:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 03:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 04:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 05:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 06:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 07:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 08:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
2009-01-03 09:00:00+01:00,0,0,0,0,1.25,372.87,0,0,0,0,1.25,23.95,372.87
2009-01-03 10:00:00+01:00,0,0,0,0,2.96,372.87,0,0,0,0,2.96,43.41,372.87
2009-01-03 11:00:00+01:00,0,0,0,0,3.89,372.87,0,0,0,0,3.89,48.92,372.87
2009-01-03 12:00:00+01:00,0,0,0,0,6.07,372.87,0,0,0,0,6.07,82.96,372.87
2009-01-03 13:00:00+01:00,0,0,0,0,5.64,372.87,0,0,0,0,5.64,75.21,372.87
2009-01-03 14:00:00+01:00,0,0,0,0,3.33,372.87,0,0,0,0,3.33,48.40,372.87
2009-01-03 15:00:00+01:00,0,0,0,0,1.33,372.87,0,0,0,0,1.33,21.69,372.87
2009-01-03 16:00:00+01:00,0,0,0,0,0.00,372.87,0,0,0,0,0.00,0.00,372.87
