date,PV_walls_south_E_kWh,PV_walls_south_m2,PV_walls_north_E_kWh,PV_walls_north_m2,PV_roofs_top_E_kWh,PV_roofs_top_m2,PV_walls_east_E_kWh,PV_walls_east_m2,PV_walls_west_E_kWh,PV_walls_west_m2,E_PV_gen_kWh,radiation_kWh,area_PV_m2
2009-01-01 00:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 01:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 02:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 03:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 04:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 05:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 06:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 07:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 08:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 09:00:00+01:00,0,0,0,0,2.04,633.48,0,0,0,0,2.04,45.96,633.48
2009-01-01 10:00:00+01:00,0,0,0,0,5.07,633.48,0,0,0,0,5.07,83.90,633.48
2009-01-01 11:00:00+01:00,0,0,0,0,7.80,633.48,0,0,0,0,7.80,113.92,633.48
2009-01-01 12:00:00+01:00,0,0,0,0,8.00,633.48,0,0,0,0,8.00,116.22,633.48
2009-01-01 13:00:00+01:00,0,0,0,0,6.42,633.48,0,0,0,0,6.42,96.07,633.48
2009-01-01 14:00:00+01:00,0,0,0,0,4.48,633.48,0,0,0,0,4.48,71.07,633.48
2009-01-01 15:00:00+01:00,0,0,0,0,2.36,633.48,0,0,0,0,2.36,36.46,633.48
2009-01-01 16:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
2009-01-01 17:00:00+01:00,0,0,0,0,0.00,633.48,0,0,0,0,0.00,0.00,633.48
