mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
1.768,320.141,338.000,42.053,0.558,130314.000,1787.000
1.438,318.666,338.000,42.053,0.558,111876.000,4494.000
1.266,317.592,338.000,42.053,0.558,100695.000,7413.000
1.048,316.512,338.000,42.053,0.558,86855.000,7407.000
1.041,316.667,338.000,42.053,0.558,86984.000,5944.000
1.123,317.454,338.000,42.053,0.558,93499.000,3051.000
0.967,316.470,338.000,42.053,0.558,82617.000,4485.000
0.749,314.704,338.000,42.053,0.558,65684.000,7396.000
0.759,315.011,338.000,42.053,0.558,67123.000,5936.000
0.783,315.403,338.000,42.053,0.558,69587.000,4483.000
0.922,316.640,338.000,42.053,0.558,80773.000,1675.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
1.700,319.903,338.000,42.053,0.558,126867.000,1887.000
1.428,318.620,338.000,42.053,0.558,111291.000,4519.000
1.324,317.851,338.000,42.053,0.558,104168.000,7461.000
1.109,316.828,338.000,42.053,0.558,90862.000,7454.000
1.110,317.016,338.000,42.053,0.558,91500.000,5983.000
1.172,317.683,338.000,42.053,0.558,96576.000,3070.000
1.037,316.839,338.000,42.053,0.558,87310.000,4514.000
0.865,315.449,338.000,42.053,0.558,74180.000,7450.000
0.887,315.800,338.000,42.053,0.558,76395.000,5983.000
0.928,316.250,338.000,42.053,0.558,79930.000,4524.000
1.068,317.369,338.000,42.053,0.558,90539.000,1692.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
6.370,331.991,343.579,42.053,0.558,306217.000,2661.000
6.277,329.733,340.609,42.053,0.558,281153.000,4544.000
6.218,328.133,338.574,42.053,0.558,264216.000,7491.000
5.336,326.775,338.000,42.053,0.558,243172.000,7488.000
4.912,326.313,338.000,42.053,0.558,234271.000,6009.000
4.765,326.244,338.000,42.053,0.558,231353.000,3086.000
4.140,325.289,338.000,42.053,0.558,215703.000,4537.000
3.443,323.940,338.000,42.053,0.558,195111.000,7478.000
3.271,323.689,338.000,42.053,0.558,189904.000,6004.000
3.125,323.480,338.000,42.053,0.558,185379.000,4535.000
3.205,323.810,338.000,42.053,0.558,188636.000,1695.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
4.563,326.025,338.000,42.053,0.558,226773.000,1910.000
3.775,324.696,338.000,42.053,0.558,205630.000,4534.000
3.374,323.806,338.000,42.053,0.558,192931.000,7477.000
2.872,322.748,338.000,42.053,0.558,175866.000,7474.000
2.735,322.525,338.000,42.053,0.558,171133.000,5998.000
2.735,322.718,338.000,42.053,0.558,171802.000,3079.000
2.409,321.813,338.000,42.053,0.558,158665.000,4526.000
2.026,320.480,338.000,42.053,0.558,141081.000,7464.000
1.971,320.431,338.000,42.053,0.558,138937.000,5991.000
1.940,320.456,338.000,42.053,0.558,137878.000,4525.000
2.060,321.063,338.000,42.053,0.558,144306.000,1691.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
3.451,324.266,338.000,42.053,0.558,196452.000,1915.000
2.864,322.919,338.000,42.053,0.558,176245.000,4540.000
2.566,322.007,338.000,42.053,0.558,164238.000,7482.000
2.141,320.832,338.000,42.053,0.558,146311.000,7468.000
2.030,320.616,338.000,42.053,0.558,141680.000,5984.000
2.067,320.968,338.000,42.053,0.558,144218.000,3072.000
1.837,320.123,338.000,42.053,0.558,132928.000,4518.000
1.527,318.715,338.000,42.053,0.558,115804.000,7449.000
1.518,318.829,338.000,42.053,0.558,115825.000,5981.000
1.511,318.949,338.000,42.053,0.558,115920.000,4519.000
1.645,319.729,338.000,42.053,0.558,124046.000,1690.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
0.000,273.000,273.000,42.053,0.558,0.000,0.000
2.655,322.612,338.000,42.053,0.558,169070.000,1902.000
2.220,321.295,338.000,42.053,0.558,150629.000,4523.000
2.000,320.400,338.000,42.053,0.558,139854.000,7459.000
1.708,319.406,338.000,42.053,0.558,125480.000,7458.000
1.672,319.411,338.000,42.053,0.558,124049.000,5987.000
1.741,319.929,338.000,42.053,0.558,128539.000,3076.000
1.560,319.137,338.000,42.053,0.558,118588.000,4524.000
1.315,317.811,338.000,42.053,0.558,103631.000,7462.000
1.312,317.968,338.000,42.053,0.558,104011.000,5989.000
1.310,318.124,338.000,42.053,0.558,104437.000,4524.000
1.433,318.945,338.000,42.053,0.558,112572.000,1691.000
