mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.177,319.870,338.000,28.541,0.787,86936.000,2360.000
1.029,318.480,338.000,28.541,0.787,77728.000,6286.000
0.913,317.071,338.000,28.541,0.787,69551.000,10419.000
0.741,315.721,338.000,28.541,0.787,58678.000,10410.000
0.642,315.239,338.000,28.541,0.787,52745.000,8341.000
0.591,315.670,338.000,28.541,0.787,51029.000,4226.000
0.522,314.539,338.000,28.541,0.787,44988.000,6273.000
0.464,312.846,338.000,28.541,0.787,38454.000,10395.000
0.440,313.079,338.000,28.541,0.787,37569.000,8330.000
0.431,313.523,338.000,28.541,0.787,37877.000,6271.000
0.446,314.792,338.000,28.541,0.787,41120.000,2214.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.243,320.185,338.000,28.541,0.787,90218.000,2490.000
1.147,319.164,338.000,28.541,0.787,84104.000,6320.000
1.092,318.252,338.000,28.541,0.787,79786.000,10486.000
0.910,317.043,338.000,28.541,0.787,69371.000,10475.000
0.810,316.646,338.000,28.541,0.787,63957.000,8395.000
0.721,316.741,338.000,28.541,0.787,59936.000,4252.000
0.658,315.817,338.000,28.541,0.787,54827.000,6313.000
0.649,314.874,338.000,28.541,0.787,52346.000,10470.000
0.627,315.089,338.000,28.541,0.787,51675.000,8394.000
0.627,315.531,338.000,28.541,0.787,52633.000,6326.000
0.618,316.341,338.000,28.541,0.787,53818.000,2237.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
2.067,298.916,305.211,28.541,0.787,54446.000,0.000
2.009,298.549,304.812,28.541,0.787,52660.000,0.000
1.952,298.184,304.416,28.541,0.787,50902.000,0.000
1.912,297.929,304.138,28.541,0.787,49673.000,0.000
1.869,297.659,303.844,28.541,0.787,48384.000,0.000
1.832,297.420,303.584,28.541,0.787,47244.000,0.000
1.794,297.183,303.325,28.541,0.787,46119.000,0.000
4.381,333.591,345.828,28.541,0.787,220873.000,3519.000
4.337,331.384,343.002,28.541,0.787,204496.000,6353.000
4.306,329.462,340.645,28.541,0.787,191020.000,10526.000
4.040,327.172,338.000,28.541,0.787,172530.000,10522.000
3.299,325.976,338.000,28.541,0.787,157586.000,8431.000
2.760,325.089,338.000,28.541,0.787,144867.000,4273.000
2.419,324.066,338.000,28.541,0.787,134722.000,6344.000
2.135,322.866,338.000,28.541,0.787,124697.000,10508.000
1.905,322.276,338.000,28.541,0.787,116950.000,8423.000
1.710,321.758,338.000,28.541,0.787,109912.000,6342.000
1.552,321.581,338.000,28.541,0.787,104433.000,2240.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
2.833,325.381,338.000,28.541,0.787,147093.000,2522.000
2.479,324.228,338.000,28.541,0.787,136511.000,6340.000
2.237,323.190,338.000,28.541,0.787,128115.000,10507.000
1.845,321.853,338.000,28.541,0.787,114169.000,10503.000
1.578,320.996,338.000,28.541,0.787,103864.000,8415.000
1.363,320.520,338.000,28.541,0.787,95404.000,4264.000
1.224,319.573,338.000,28.541,0.787,88054.000,6330.000
1.153,318.616,338.000,28.541,0.787,83037.000,10490.000
1.062,318.370,338.000,28.541,0.787,78867.000,8405.000
1.001,318.302,338.000,28.541,0.787,76160.000,6328.000
0.943,318.599,338.000,28.541,0.787,74330.000,2235.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
2.307,324.068,338.000,28.541,0.787,132001.000,2527.000
2.033,322.906,338.000,28.541,0.787,122048.000,6348.000
1.830,321.793,338.000,28.541,0.787,113593.000,10514.000
1.465,320.254,338.000,28.541,0.787,98316.000,10494.000
1.147,318.870,338.000,28.541,0.787,83420.000,8397.000
1.052,318.930,338.000,28.541,0.787,79750.000,4254.000
1.015,318.397,338.000,28.541,0.787,76965.000,6318.000
0.919,317.105,338.000,28.541,0.787,69891.000,10468.000
0.864,317.047,338.000,28.541,0.787,67310.000,8392.000
0.823,317.122,338.000,28.541,0.787,65647.000,6320.000
0.795,317.651,338.000,28.541,0.787,65447.000,2234.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.818,322.544,338.000,28.541,0.787,115066.000,2510.000
1.627,321.428,338.000,28.541,0.787,106507.000,6326.000
1.490,320.370,338.000,28.541,0.787,99434.000,10483.000
1.260,319.220,338.000,28.541,0.787,88551.000,10481.000
1.108,318.642,338.000,28.541,0.787,81331.000,8401.000
0.996,318.594,338.000,28.541,0.787,76631.000,4260.000
0.928,317.834,338.000,28.541,0.787,71933.000,6327.000
0.889,316.883,338.000,28.541,0.787,68046.000,10487.000
0.835,316.836,338.000,28.541,0.787,65538.000,8403.000
0.790,316.869,338.000,28.541,0.787,63544.000,6327.000
0.751,317.350,338.000,28.541,0.787,62707.000,2235.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.854,322.670,338.000,28.541,0.787,116436.000,2517.000
1.709,321.751,338.000,28.541,0.787,109846.000,6347.000
1.559,320.680,338.000,28.541,0.787,102491.000,10519.000
1.299,319.421,338.000,28.541,0.787,90466.000,10519.000
1.112,318.666,338.000,28.541,0.787,81550.000,8431.000
0.996,318.594,338.000,28.541,0.787,76634.000,4275.000
0.897,317.631,338.000,28.541,0.787,70141.000,6347.000
0.911,317.042,338.000,28.541,0.787,69414.000,10518.000
0.870,317.090,338.000,28.541,0.787,67678.000,8430.000
0.832,317.172,338.000,28.541,0.787,66132.000,6347.000
0.780,317.549,338.000,28.541,0.787,64513.000,2243.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.947,298.155,304.384,28.541,0.787,50763.000,0.000
1.901,297.861,304.064,28.541,0.787,49348.000,0.000
1.854,297.564,303.740,28.541,0.787,47928.000,0.000
1.811,297.290,303.442,28.541,0.787,46628.000,0.000
1.770,297.030,303.158,28.541,0.787,45393.000,0.000
1.735,296.810,302.919,28.541,0.787,44360.000,0.000
1.691,296.531,302.614,28.541,0.787,43051.000,0.000
4.374,333.314,345.454,28.541,0.787,218694.000,3497.000
4.325,331.015,342.506,28.541,0.787,201645.000,6336.000
4.294,329.094,340.152,28.541,0.787,188219.000,10498.000
3.919,326.979,338.000,28.541,0.787,170260.000,10494.000
3.209,325.793,338.000,28.541,0.787,155493.000,8410.000
2.707,324.961,338.000,28.541,0.787,143407.000,4261.000
2.322,323.795,338.000,28.541,0.787,131720.000,6328.000
2.052,322.594,338.000,28.541,0.787,121812.000,10487.000
1.829,321.997,338.000,28.541,0.787,114058.000,8402.000
1.659,321.557,338.000,28.541,0.787,107830.000,6326.000
1.516,321.434,338.000,28.541,0.787,102883.000,2235.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
2.770,325.238,338.000,28.541,0.787,145434.000,2512.000
2.405,324.028,338.000,28.541,0.787,134299.000,6326.000
2.094,322.736,338.000,28.541,0.787,123291.000,10481.000
1.767,321.554,338.000,28.541,0.787,111143.000,10479.000
1.483,320.580,338.000,28.541,0.787,99737.000,8393.000
1.286,320.163,338.000,28.541,0.787,91763.000,4252.000
1.098,318.889,338.000,28.541,0.787,81516.000,6309.000
1.033,317.889,338.000,28.541,0.787,76546.000,10452.000
0.974,317.821,338.000,28.541,0.787,73923.000,8380.000
0.922,317.804,338.000,28.541,0.787,71620.000,6310.000
0.873,318.169,338.000,28.541,0.787,70252.000,2227.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.741,322.274,338.000,28.541,0.787,112083.000,2490.000
1.519,320.982,338.000,28.541,0.787,101915.000,6303.000
1.383,319.865,338.000,28.541,0.787,94547.000,10447.000
1.179,318.773,338.000,28.541,0.787,84413.000,10447.000
1.035,318.208,338.000,28.541,0.787,77358.000,8373.000
0.942,318.269,338.000,28.541,0.787,73552.000,4243.000
0.822,317.109,338.000,28.541,0.787,65541.000,6300.000
0.770,315.967,338.000,28.541,0.787,60594.000,10443.000
0.719,315.922,338.000,28.541,0.787,58039.000,8368.000
0.699,316.163,338.000,28.541,0.787,57617.000,6299.000
0.681,316.835,338.000,28.541,0.787,58110.000,2224.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.460,321.172,338.000,28.541,0.787,100374.000,2489.000
1.310,320.014,338.000,28.541,0.787,92273.000,6306.000
1.205,318.921,338.000,28.541,0.787,85760.000,10449.000
1.022,317.814,338.000,28.541,0.787,75892.000,10446.000
0.917,317.435,338.000,28.541,0.787,70567.000,8370.000
0.842,317.615,338.000,28.541,0.787,67600.000,4241.000
0.738,316.478,338.000,28.541,0.787,60207.000,6298.000
0.673,315.112,338.000,28.541,0.787,54050.000,10439.000
0.622,315.053,338.000,28.541,0.787,51343.000,8363.000
0.612,315.405,338.000,28.541,0.787,51587.000,6298.000
0.610,316.272,338.000,28.541,0.787,53226.000,2225.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
0.000,273.000,273.000,28.541,0.787,0.000,0.000
1.469,321.208,338.000,28.541,0.787,100748.000,2495.000
1.328,320.106,338.000,28.541,0.787,93179.000,6316.000
1.234,319.078,338.000,28.541,0.787,87240.000,10466.000
