mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
2.318,319.876,338.000,57.662,0.838,173319.000,2546.000
1.841,318.230,338.000,57.662,0.838,145699.000,6654.000
1.603,317.055,338.000,57.662,0.838,129487.000,11008.000
1.293,315.834,338.000,57.662,0.838,108917.000,11000.000
1.285,316.029,338.000,57.662,0.838,109349.000,8819.000
1.425,317.015,338.000,57.662,0.838,120624.000,4489.000
1.204,315.918,338.000,57.662,0.838,104596.000,6641.000
0.892,313.866,338.000,57.662,0.838,79058.000,10985.000
0.915,314.281,338.000,57.662,0.838,81974.000,8808.000
0.962,314.806,338.000,57.662,0.838,86683.000,6639.000
1.178,316.288,338.000,57.662,0.838,104686.000,2397.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
2.231,319.643,338.000,57.662,0.838,168744.000,2682.000
1.835,318.207,338.000,57.662,0.838,145318.000,6687.000
1.694,317.371,338.000,57.662,0.838,135147.000,11075.000
1.385,316.214,338.000,57.662,0.838,115229.000,11064.000
1.388,316.440,338.000,57.662,0.838,116315.000,8873.000
1.497,317.274,338.000,57.662,0.838,125317.000,4515.000
1.303,316.329,338.000,57.662,0.838,111522.000,6680.000
1.053,314.721,338.000,57.662,0.838,91568.000,11059.000
1.092,315.167,338.000,57.662,0.838,95499.000,8872.000
1.163,315.737,338.000,57.662,0.838,101658.000,6695.000
1.381,317.058,338.000,57.662,0.838,118563.000,2420.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
0.000,273.000,273.000,57.662,0.838,0.000,0.000
