mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.016,299.976,338.000,62.063,0.972,0.000,2542.000
0.016,299.976,338.000,62.063,0.972,0.000,2558.000
0.016,299.976,338.000,62.063,0.972,0.000,2552.000
0.016,299.976,338.000,62.063,0.972,0.000,2554.000
0.016,299.976,338.000,62.063,0.972,0.000,2566.000
0.013,299.976,338.000,62.063,0.972,0.000,2127.000
0.016,299.976,338.000,62.063,0.972,0.000,2473.000
1.461,316.786,338.000,62.063,0.972,125114.000,4577.000
1.201,315.389,338.000,62.063,0.972,105144.000,8534.000
1.026,314.189,338.000,62.063,0.972,90224.000,11956.000
0.762,312.641,338.000,62.063,0.972,68455.000,12417.000
0.676,312.565,338.000,62.063,0.972,62708.000,9236.000
0.656,312.944,338.000,62.063,0.972,62710.000,6089.000
0.538,311.718,338.000,62.063,0.972,50676.000,8484.000
0.400,309.645,338.000,62.063,0.972,35083.000,12364.000
0.388,310.069,338.000,62.063,0.972,35455.000,9928.000
0.393,310.563,338.000,62.063,0.972,37145.000,7991.000
0.457,311.953,338.000,62.063,0.972,45638.000,4203.000
0.013,299.976,338.000,62.063,0.972,0.000,2083.000
0.013,299.976,338.000,62.063,0.972,0.000,2085.000
0.013,299.976,338.000,62.063,0.972,0.000,2087.000
0.013,299.976,338.000,62.063,0.972,0.000,2097.000
0.016,299.976,338.000,62.063,0.972,0.000,2533.000
0.016,299.976,338.000,62.063,0.972,0.000,2539.000
0.016,299.976,338.000,62.063,0.972,0.000,2546.000
0.016,299.976,338.000,62.063,0.972,0.000,2569.000
0.016,299.976,338.000,62.063,0.972,0.000,2580.000
0.016,299.976,338.000,62.063,0.972,0.000,2589.000
0.016,299.976,338.000,62.063,0.972,0.000,2594.000
0.014,299.976,338.000,62.063,0.972,0.000,2145.000
0.016,299.976,338.000,62.063,0.972,0.000,2497.000
1.571,317.160,338.000,62.063,0.972,132397.000,4634.000
1.418,316.242,338.000,62.063,0.972,120443.000,8663.000
1.337,315.578,338.000,62.063,0.972,113234.000,12173.000
1.077,314.363,338.000,62.063,0.972,93854.000,12639.000
0.969,314.214,338.000,62.063,0.972,87014.000,9408.000
0.897,314.262,338.000,62.063,0.972,82882.000,6196.000
0.815,313.499,338.000,62.063,0.972,74934.000,8637.000
0.774,312.693,338.000,62.063,0.972,69374.000,12619.000
0.761,312.962,338.000,62.063,0.972,69554.000,10148.000
0.789,313.414,338.000,62.063,0.972,73022.000,8194.000
0.806,314.055,338.000,62.063,0.972,76424.000,4316.000
0.014,299.976,338.000,62.063,0.972,0.000,2150.000
0.014,299.976,338.000,62.063,0.972,0.000,2162.000
0.014,299.976,338.000,62.063,0.972,0.000,2168.000
0.014,299.976,338.000,62.063,0.972,0.000,2174.000
0.017,299.976,338.000,62.063,0.972,0.000,2648.000
0.017,299.976,338.000,62.063,0.972,0.000,2660.000
0.000,273.000,273.000,62.063,0.972,0.000,0.000
0.000,273.000,273.000,62.063,0.972,0.000,0.000
0.000,273.000,273.000,62.063,0.972,0.000,0.000
