mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.807,313.863,338.000,11.605,13.615,38472.000,42979.000
0.567,309.536,338.000,11.605,13.615,25811.000,41734.000
0.540,308.892,338.000,11.605,13.615,24068.000,41729.000
1.040,306.372,338.000,11.605,13.615,29037.000,108576.000
1.569,305.387,338.000,11.605,13.615,33239.000,180846.000
0.955,304.905,338.000,11.605,13.615,23750.000,108565.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.594,311.361,338.000,11.605,13.615,29318.000,36917.000
0.465,308.425,338.000,11.605,13.615,21276.000,36314.000
1.032,306.247,338.000,11.605,13.615,28597.000,108588.000
1.664,306.565,338.000,11.605,13.615,38055.000,180890.000
0.432,307.480,338.000,11.605,13.615,18869.000,36321.000
0.433,307.499,338.000,11.605,13.615,18916.000,36321.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.890,315.112,338.000,11.605,13.615,42218.000,43046.000
0.643,311.187,338.000,11.605,13.615,30385.000,41770.000
0.615,310.594,338.000,11.605,13.615,28732.000,41765.000
1.272,309.902,338.000,11.605,13.615,40871.000,108655.000
1.998,310.218,338.000,11.605,13.615,51374.000,180962.000
1.156,308.239,338.000,11.605,13.615,35415.000,108640.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.769,314.543,338.000,11.605,13.615,38473.000,37011.000
0.600,311.625,338.000,11.605,13.615,29859.000,36362.000
1.470,312.398,338.000,11.605,13.615,48792.000,108708.000
2.618,315.309,338.000,11.605,13.615,67523.000,181066.000
0.567,310.926,338.000,11.605,13.615,27935.000,36371.000
0.572,311.026,338.000,11.605,13.615,28226.000,36372.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
1.231,319.024,338.000,11.605,13.615,54525.000,43195.000
0.781,313.698,338.000,11.605,13.615,37604.000,41796.000
0.722,312.704,338.000,11.605,13.615,34693.000,41784.000
1.448,312.147,338.000,11.605,13.615,48000.000,108682.000
2.247,312.490,338.000,11.605,13.615,58841.000,180994.000
1.252,309.634,338.000,11.605,13.615,40006.000,108655.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.874,316.082,338.000,11.605,13.615,43124.000,37029.000
0.656,312.749,338.000,11.605,13.615,33018.000,36370.000
1.621,314.030,338.000,11.605,13.615,53852.000,108727.000
2.829,318.234,339.961,11.605,13.615,76091.000,181108.000
0.614,311.912,338.000,11.605,13.615,30677.000,36378.000
0.624,312.105,338.000,11.605,13.615,31214.000,36382.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
0.000,273.000,273.000,11.605,13.615,0.000,0.000
