mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
2.350,319.925,338.000,57.980,0.840,175256.000,2535.000
1.877,318.316,338.000,57.980,0.840,148025.000,6626.000
1.634,317.146,338.000,57.980,0.840,131660.000,10962.000
1.326,315.957,338.000,57.980,0.840,111399.000,10953.000
1.320,316.152,338.000,57.980,0.840,111882.000,8781.000
1.458,317.108,338.000,57.980,0.840,122945.000,4471.000
1.237,316.037,338.000,57.980,0.840,107049.000,6613.000
0.925,314.039,338.000,57.980,0.840,81800.000,10937.000
0.944,314.424,338.000,57.980,0.840,84404.000,8769.000
0.989,314.927,338.000,57.980,0.840,88932.000,6610.000
1.201,316.355,338.000,57.980,0.840,106429.000,2388.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
0.000,273.000,273.000,57.980,0.840,0.000,0.000
2.261,319.688,338.000,57.980,0.840,170573.000,2670.000
1.869,318.286,338.000,57.980,0.840,147502.000,6662.000
1.718,317.432,338.000,57.980,0.840,136851.000,11032.000
1.415,316.316,338.000,57.980,0.840,117429.000,11021.000
1.419,316.542,338.000,57.980,0.840,118592.000,8838.000
1.526,317.350,338.000,57.980,0.840,127378.000,4499.000
1.335,316.429,338.000,57.980,0.840,113825.000,6655.000
1.086,314.865,338.000,57.980,0.840,94110.000,11015.000
1.120,315.282,338.000,57.980,0.840,97704.000,8837.000
1.190,315.835,338.000,57.980,0.840,103724.000,6669.000
