mdot_space_cooling_and_refrigeration_result_kgpers,mdot_space_cooling_data_center_and_refrigeration_result_kgpers,T_return_DC_space_cooling_and_refrigeration_result_K,T_supply_DC_space_cooling_and_refrigeration_result_K,T_return_DC_space_cooling_data_center_and_refrigeration_result_K,T_supply_DC_space_cooling_data_center_and_refrigeration_result_K,A_hex_cs,A_hex_cs_space_cooling_data_center_and_refrigeration,Q_space_cooling_and_refrigeration_W,Q_space_cooling_data_center_and_refrigeration_W
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115256.000
0.000,3.569,273.000,273.000,285.715,278.000,35.376,67.546,0.000,115232.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115251.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115253.000
0.000,3.569,273.000,273.000,285.715,278.000,35.376,67.546,0.000,115238.000
0.000,3.569,273.000,273.000,285.715,278.000,35.376,67.546,0.000,115225.000
0.000,3.569,273.000,273.000,285.715,278.000,35.376,67.546,0.000,115235.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115251.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115256.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115256.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115271.000
0.000,3.571,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115276.000
0.000,3.571,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115284.000
0.000,3.571,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115295.000
0.000,3.571,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115300.000
0.000,3.572,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115302.000
0.000,3.572,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115302.000
0.000,3.571,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115289.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115258.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115258.000
0.000,3.570,273.000,273.000,285.714,278.000,35.376,67.546,0.000,115258.000
0.000,3.569,273.000,273.000,285.715,278.000,35.376,67.546,0.000,115240.000
