mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
1.710,320.241,338.000,39.992,0.529,125355.000,1700.000
1.397,318.793,338.000,39.992,0.529,108040.000,4251.000
1.231,317.728,338.000,39.992,0.529,97400.000,7006.000
1.024,316.662,338.000,39.992,0.529,84378.000,7001.000
1.012,316.791,338.000,39.992,0.529,84193.000,5620.000
1.090,317.567,338.000,39.992,0.529,90349.000,2888.000
0.941,316.600,338.000,39.992,0.529,80078.000,4242.000
0.736,314.880,338.000,39.992,0.529,64249.000,6990.000
0.744,315.164,338.000,39.992,0.529,65467.000,5612.000
0.765,315.542,338.000,39.992,0.529,67683.000,4241.000
0.895,316.734,338.000,39.992,0.529,78033.000,1594.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
1.645,320.004,338.000,39.992,0.529,122079.000,1796.000
1.387,318.746,338.000,39.992,0.529,107467.000,4276.000
1.285,317.975,338.000,39.992,0.529,100575.000,7054.000
1.081,316.969,338.000,39.992,0.529,88108.000,7047.000
1.078,317.136,338.000,39.992,0.529,88466.000,5658.000
1.137,317.794,338.000,39.992,0.529,93272.000,2907.000
1.009,316.960,338.000,39.992,0.529,84529.000,4271.000
0.847,315.614,338.000,39.992,0.529,72307.000,7043.000
0.866,315.941,338.000,39.992,0.529,74244.000,5658.000
0.904,316.380,338.000,39.992,0.529,77510.000,4280.000
1.035,317.467,338.000,39.992,0.529,87346.000,1611.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
0.000,273.000,273.000,39.992,0.529,0.000,0.000
