mdot_DH_result_kgpers,T_return_DH_result_K,T_supply_DH_result_K,A_hex_heating_design_m2,A_hex_dhw_design_m2,Q_heating_W,Q_dhw_W
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
1.709,320.240,338.000,39.989,0.526,125329.000,1699.000
1.396,318.791,338.000,39.989,0.526,108015.000,4247.000
1.230,317.725,338.000,39.989,0.526,97356.000,7000.000
1.022,316.660,338.000,39.989,0.526,84287.000,6994.000
1.009,316.775,338.000,39.989,0.526,83989.000,5614.000
1.088,317.557,338.000,39.989,0.526,90207.000,2886.000
0.940,316.594,338.000,39.989,0.526,80006.000,4238.000
0.734,314.866,338.000,39.989,0.526,64100.000,6983.000
0.742,315.148,338.000,39.989,0.526,65291.000,5606.000
0.764,315.534,338.000,39.989,0.526,67594.000,4236.000
0.894,316.728,338.000,39.989,0.526,77953.000,1592.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
1.644,320.003,338.000,39.989,0.526,122050.000,1795.000
1.386,318.744,338.000,39.989,0.526,107438.000,4271.000
1.284,317.972,338.000,39.989,0.526,100534.000,7047.000
1.080,316.967,338.000,39.989,0.526,88022.000,7040.000
1.075,317.126,338.000,39.989,0.526,88267.000,5653.000
1.135,317.784,338.000,39.989,0.526,93131.000,2904.000
1.008,316.955,338.000,39.989,0.526,84475.000,4267.000
0.845,315.600,338.000,39.989,0.526,72150.000,7036.000
0.863,315.931,338.000,39.989,0.526,74059.000,5652.000
0.903,316.373,338.000,39.989,0.526,77424.000,4276.000
1.034,317.462,338.000,39.989,0.526,87271.000,1610.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
0.000,273.000,273.000,39.989,0.526,0.000,0.000
